iter	Passed	Remaining
2628	97991	274742
2629	98033	274716
2630	98065	274665
2631	98091	274597
2632	98117	274528
2633	98144	274461
2634	98173	274402
2635	98200	274336
2636	98229	274275
2637	98259	274217
2638	98287	274153
2639	98316	274093
2640	98345	274034
2641	98376	273979
2642	98401	273909
2643	98429	273844
2644	98462	273795
2645	98504	273773
2646	98545	273746
2647	98588	273723
2648	98630	273699
2649	98670	273670
2650	98709	273639
2651	98742	273589
2652	98771	273528
2653	98798	273464
2654	98827	273405
2655	98852	273333
2656	98877	273262
2657	98909	273211
2658	98938	273151
2659	99019	273233
2660	99131	273401
2661	99171	273372
2662	99203	273321
2663	99236	273273
2664	99261	273202
2665	99289	273140
2666	99317	273076
2667	99346	273016
2668	99366	272930
2669	99391	272861
2670	99417	272794
2671	99444	272729
2672	99474	272670
2673	99501	272606
2674	99527	272538
2675	99556	272479
2676	99583	272412
2677	99602	272325
2678	99650	272319
2679	99689	272285
2680	99724	272242
2681	99767	272222
2682	99805	272186
2683	99842	272148
2684	99879	272110
2685	99904	272041
2686	99932	271977
2687	99961	271919
2688	99991	271861
2689	100017	271795
2690	100047	271738
2691	100075	271675
2692	100103	271613
2693	100129	271546
2694	100247	271727
2695	100335	271830
2696	100372	271790
2697	100410	271756
2698	100441	271701
2699	100470	271643
2700	100497	271577
2701	100526	271519
2702	100561	271474
2703	100605	271456
2704	100657	271459
2705	100693	271417
2706	100729	271376
2707	100767	271342
2708	100803	271302
2709	100839	271263
2710	100878	271230
2711	100932	271237
2712	100969	271198
2713	101018	271194
2714	101057	271160
2715	101093	271121
2716	101135	271097
2717	101177	271073
2718	101221	271052
2719	101268	271043
2720	101299	270987
2721	101424	271185
2722	101567	271430
2723	101626	271451
2724	101666	271421
2725	101704	271387
2726	101734	271330
2727	101770	271287
2728	101809	271254
2729	101848	271224
2730	101887	271191
2731	101926	271157
2732	101960	271111
2733	101986	271044
2734	102021	271001
2735	102061	270969
2736	102091	270913
2737	102130	270880
2738	102169	270849
2739	102207	270812
2740	102245	270777
2741	102283	270741
2742	102324	270715
2743	102364	270683
2744	102400	270642
2745	102434	270598
2746	102473	270565
2747	102510	270525
2748	102578	270569
2749	102746	270876
2750	102796	270872
2751	102847	270871
2752	102886	270837
2753	102919	270788
2754	102947	270727
2755	102980	270678
2756	103017	270639
2757	103053	270599
2758	103087	270552
2759	103126	270519
2760	103163	270482
2761	103202	270448
2762	103241	270416
2763	103278	270377
2764	103311	270327
2765	103345	270283
2766	103383	270246
2767	103421	270211
2768	103462	270183
2769	103505	270160
2770	103544	270127
2771	103578	270081
2772	103615	270043
2773	103655	270012
2774	103689	269966
2775	103723	269919
2776	103812	270017
2777	103950	270242
2778	103996	270226
2779	104029	270177
2780	104063	270130
2781	104099	270090
2782	104138	270057
2783	104179	270028
2784	104213	269982
2785	104257	269960
2786	104298	269932
2787	104330	269883
2788	104370	269850
2789	104409	269817
2790	104446	269780
2791	104477	269726
2792	104519	269700
2793	104559	269668
2794	104598	269636
2795	104641	269612
2796	104680	269579
2797	104716	269538
2798	104751	269494
2799	104790	269461
2800	104824	269416
2801	104858	269369
2802	104889	269316
2803	104926	269276
2804	105002	269339
2805	105145	269571
2806	105231	269656
2807	105281	269652
2808	105322	269624
2809	105359	269586
2810	105395	269544
2811	105429	269498
2812	105467	269461
2813	105499	269409
2814	105534	269366
2815	105578	269345
2816	105612	269299
2817	105647	269255
2818	105676	269197
2819	105711	269151
2820	105742	269098
2821	105780	269062
2822	105820	269031
2823	105862	269003
2824	105901	268970
2825	105943	268945
2826	105983	268913
2827	106023	268883
2828	106060	268844
2829	106102	268817
2830	106139	268779
2831	106170	268726
2832	106263	268828
2833	106394	269027
2834	106445	269023
2835	106489	269001
2836	106527	268966
2837	106565	268928
2838	106594	268869
2839	106624	268812
2840	106659	268769
2841	106694	268726
2842	106734	268695
2843	106775	268665
2844	106813	268630
2845	106851	268591
2846	106887	268551
2847	106927	268519
2848	106968	268491
2849	107025	268501
2850	107081	268511
2851	107134	268511
2852	107181	268497
2853	107220	268464
2854	107256	268422
2855	107297	268393
2856	107338	268365
2857	107377	268330
2858	107516	268546
2859	107623	268682
2860	107656	268632
2861	107692	268591
2862	107733	268563
2863	107760	268498
2864	107790	268440
2865	107830	268410
2866	107871	268379
2867	107911	268347
2868	107945	268302
2869	107981	268261
2870	108020	268225
2871	108056	268185
2872	108094	268148
2873	108124	268091
2874	108160	268050
2875	108188	267989
2876	108216	267926
2877	108240	267855
2878	108266	267788
2879	108293	267726
2880	108322	267665
2881	108352	267609
2882	108378	267544
2883	108408	267488
2884	108435	267425
2885	108464	267364
2886	108490	267299
2887	108518	267238
2888	108547	267180
2889	108576	267121
2890	108602	267054
2891	108711	267193
2892	108812	267309
2893	108846	267265
2894	108885	267229
2895	108919	267183
2896	108962	267159
2897	108991	267099
2898	109021	267043
2899	109051	266987
2900	109077	266921
2901	109103	266856
2902	109131	266794
2903	109160	266737
2904	109189	266678
2905	109213	266607
2906	109239	266542
2907	109268	266483
2908	109297	266425
2909	109327	266368
2910	109363	266327
2911	109408	266307
2912	109445	266269
2913	109483	266231
2914	109518	266188
2915	109553	266144
2916	109584	266090
2917	109624	266060
2918	109648	265987
2919	109676	265928
2920	109706	265871
2921	109732	265805
2922	109761	265748
2923	109790	265690
2924	110262	266703
2925	110373	266842
2926	110410	266804
2927	110449	266769
2928	110485	266726
2929	110510	266659
2930	110536	266591
2931	110561	266524
2932	110590	266466
2933	110617	266402
2934	110643	266336
2935	110672	266277
2936	110699	266214
2937	110725	266148
2938	110753	266088
2939	110780	266023
2940	110809	265966
2941	110839	265909
2942	110865	265843
2943	110907	265816
2944	110947	265783
2945	110984	265743
2946	111018	265698
2947	111057	265663
2948	111094	265624
2949	111129	265580
2950	111157	265518
2951	111184	265456
2952	111214	265400
2953	111243	265342
2954	111271	265281
2955	111299	265220
2956	111323	265151
2957	111349	265086
2958	111427	265143
2959	111559	265329
2960	111600	265301
2961	111639	265266
2962	111681	265239
2963	111709	265178
2964	111734	265110
2965	111776	265083
2966	111832	265089
2967	111872	265056
2968	111902	265001
2969	111941	264965
2970	111978	264927
2971	112010	264875
2972	112045	264831
2973	112082	264792
2974	112122	264758
2975	112175	264757
2976	112216	264727
2977	112256	264695
2978	112292	264655
2979	112335	264630
2980	112372	264590
2981	112415	264563
2982	112453	264526
2983	112497	264504
2984	112528	264450
2985	112608	264512
2986	112753	264726
2987	112840	264804
2988	112878	264767
2989	112919	264737
2990	112967	264723
2991	113014	264707
2992	113051	264669
2993	113090	264633
2994	113128	264597
2995	113166	264559
2996	113206	264525
2997	113246	264492
2998	113283	264453
2999	113313	264397
3000	113345	264347
3001	113384	264312
3002	113419	264267
3003	113458	264233
3004	113497	264198
3005	113528	264145
3006	113569	264114
3007	113612	264089
3008	113654	264061
3009	113686	264009
3010	113717	263955
3011	113747	263899
3012	113780	263851
3013	113820	263817
3014	113956	264009
3015	114069	264144
3016	114120	264137
3017	114160	264105
3018	114195	264061
3019	114234	264025
3020	114274	263992
3021	114309	263948
3022	114346	263908
3023	114385	263874
3024	114422	263834
3025	114460	263796
3026	114493	263746
3027	114531	263709
3028	114570	263674
3029	114610	263641
3030	114652	263614
3031	114688	263571
3032	114719	263518
3033	114757	263480
3034	114788	263427
3035	114822	263380
3036	114863	263349
3037	114901	263312
3038	114941	263279
3039	114981	263247
3040	115020	263212
3041	115114	263301
3042	115275	263545
3043	115326	263539
3044	115379	263534
3045	115437	263542
3046	115473	263501
3047	115509	263457
3048	115547	263421
3049	115576	263362
3050	115608	263311
3051	115648	263278
3052	115688	263244
3053	115728	263213
3054	115764	263170
3055	115801	263129
3056	115839	263091
3057	115878	263056
3058	115913	263013
3059	115954	262982
3060	115993	262946
3061	116032	262910
3062	116070	262873
3063	116109	262838
3064	116146	262798
3065	116187	262766
3066	116222	262722
3067	116263	262691
3068	116371	262813
3069	116518	263019
3070	116575	263024
3071	116622	263009
3072	116655	262958
3073	116693	262921
3074	116724	262868
3075	116751	262804
3076	116783	262753
3077	116823	262720
3078	116857	262672
3079	116891	262626
3080	116928	262585
3081	116967	262550
3082	117000	262501
3083	117038	262464
3084	117078	262429
3085	117120	262401
3086	117157	262362
3087	117198	262329
3088	117237	262294
3089	117275	262256
3090	117314	262222
3091	117353	262184
3092	117390	262145
3093	117431	262113
3094	117473	262084
3095	117508	262041
3096	117614	262154
3097	117768	262374
3098	117835	262400
3099	117895	262412
3100	117933	262373
3101	117984	262365
3102	118022	262327
3103	118056	262280
3104	118096	262246
3105	118130	262198
3106	118165	262155
3107	118203	262116
3108	118248	262093
3109	118282	262046
3110	118317	262002
3111	118351	261954
3112	118390	261919
3113	118432	261889
3114	118477	261867
3115	118511	261820
3116	118546	261776
3117	118583	261735
3118	118626	261708
3119	118668	261679
3120	118711	261651
3121	118756	261630
3122	118857	261729
3123	118981	261880
3124	119023	261850
3125	119060	261811
3126	119101	261778
3127	119126	261713
3128	119160	261665
3129	119199	261629
3130	119236	261589
3131	119273	261549
3132	119322	261534
3133	119360	261496
3134	119392	261444
3135	119427	261400
3136	119449	261327
3137	119478	261269
3138	119505	261206
3139	119535	261150
3140	119560	261084
3141	119590	261028
3142	119619	260970
3143	119644	260905
3144	119673	260846
3145	119700	260783
3146	119726	260720
3147	119757	260666
3148	119780	260595
3149	119808	260535
3150	119837	260477
3151	119865	260417
3152	119893	260358
3153	119919	260293
3154	119943	260226
3155	119971	260166
3156	120065	260249
3157	120187	260393
3158	120223	260350
3159	120262	260315
3160	120302	260281
3161	120331	260222
3162	120357	260159
3163	120387	260103
3164	120416	260046
3165	120444	259987
3166	120472	259927
3167	120498	259862
3168	120526	259803
3169	120556	259747
3170	120583	259686
3171	120612	259627
3172	120637	259562
3173	120662	259496
3174	120687	259430
3175	120724	259390
3176	120764	259356
3177	120805	259324
3178	120847	259295
3179	120887	259261
3180	120928	259230
3181	120976	259214
3182	121004	259155
3183	121029	259088
3184	121054	259022
3185	121083	258965
3186	121108	258899
3187	121138	258844
3188	121171	258796
3189	121252	258849
3190	121397	259038
3191	121436	259004
3192	121472	258960
3193	121513	258928
3194	121542	258871
3195	121570	258812
3196	121599	258755
3197	121636	258715
3198	121662	258652
3199	121687	258585
3200	121716	258528
3201	121745	258470
3202	121771	258407
3203	121798	258346
3204	121829	258292
3205	121858	258235
3206	121885	258175
3207	121921	258133
3208	121958	258091
3209	121997	258056
3210	122036	258021
3211	122075	257985
3212	122114	257949
3213	122155	257916
3214	122184	257860
3215	122212	257801
3216	122239	257739
3217	122263	257673
3218	122310	257653
3219	122355	257630
3220	122398	257603
3221	122525	257751
3222	122635	257865
3223	122692	257867
3224	122741	257851
3225	122796	257849
3226	122835	257814
3227	122872	257774
3228	122903	257719
3229	122943	257686
3230	122982	257650
3231	123021	257613
3232	123058	257574
3233	123092	257526
3234	123122	257473
3235	123163	257440
3236	123201	257401
3237	123242	257370
3238	123282	257335
3239	123326	257310
3240	123369	257282
3241	123408	257246
3242	123446	257209
3243	123484	257171
3244	123521	257130
3245	123556	257086
3246	123598	257055
3247	123711	257173
3248	124234	258143
3249	124297	258156
3250	124344	258136
3251	124383	258100
3252	124419	258057
3253	124457	258018
3254	124498	257984
3255	124535	257943
3256	124571	257901
3257	124605	257854
3258	124644	257817
3259	124683	257780
3260	124720	257739
3261	124756	257697
3262	124791	257653
3263	124826	257608
3264	124862	257563
3265	124905	257535
3266	124942	257495
3267	124980	257457
3268	125019	257420
3269	125055	257377
3270	125093	257338
3271	125133	257303
3272	125175	257274
3273	125216	257240
3274	125331	257359
3275	125463	257514
3276	125556	257587
3277	125613	257587
3278	125649	257545
3279	125680	257491
3280	125715	257446
3281	125753	257407
3282	125791	257368
3283	125828	257327
3284	125862	257280
3285	125896	257233
3286	125931	257189
3287	125973	257156
3288	126003	257102
3289	126042	257065
3290	126077	257019
3291	126112	256975
3292	126150	256936
3293	126188	256896
3294	126220	256846
3295	126257	256806
3296	126298	256773
3297	126332	256726
3298	126368	256682
3299	126409	256649
3300	126450	256616
3301	126490	256582
3302	126608	256705
3303	126746	256869
3304	126797	256855
3305	126847	256840
3306	126879	256789
3307	126915	256747
3308	126952	256706
3309	126995	256677
3310	127034	256640
3311	127074	256604
3312	127108	256557
3313	127151	256528
3314	127188	256486
3315	127226	256447
3316	127263	256406
3317	127297	256359
3318	127335	256320
3319	127374	256284
3320	127414	256249
3321	127452	256209
3322	127488	256166
3323	127522	256119
3324	127559	256077
3325	127597	256038
3326	127631	255991
3327	127671	255957
3328	127702	255904
3329	127778	255941
3330	127927	256123
3331	128030	256214
3332	128071	256181
3333	128105	256133
3334	128142	256093
3335	128182	256056
3336	128220	256019
3337	128259	255980
3338	128302	255951
3339	128341	255914
3340	128393	255903
3341	128450	255900
3342	128511	255909
3343	128562	255895
3344	128599	255852
3345	128634	255808
3346	128667	255759
3347	128706	255721
3348	128746	255685
3349	128779	255637
3350	128808	255579
3351	128837	255521
3352	128862	255456
3353	128891	255399
3354	128917	255336
3355	128946	255279
3356	129024	255319
3357	129149	255452
3358	129214	255466
3359	129249	255421
3360	129284	255376
3361	129315	255323
3362	129355	255287
3363	129379	255221
3364	129409	255164
3365	129437	255106
3366	129463	255043
3367	129489	254981
3368	129512	254912
3369	129539	254849
3370	129567	254792
3371	129595	254733
3372	129624	254674
3373	129649	254610
3374	129677	254552
3375	129704	254490
3376	129731	254430
3377	129764	254381
3378	129798	254333
3379	129847	254315
3380	129886	254279
3381	129921	254234
3382	129956	254188
3383	129996	254153
3384	130037	254120
3385	130073	254077
3386	130111	254038
3387	130142	253985
3388	130172	253930
3389	130279	254026
3390	130406	254159
3391	130453	254137
3392	130488	254093
3393	130537	254075
3394	130562	254010
3395	130586	253943
3396	130614	253884
3397	130639	253820
3398	130665	253758
3399	130691	253695
3400	130717	253633
3401	130746	253575
3402	130771	253511
3403	130798	253450
3404	130823	253387
3405	130850	253325
3406	130876	253263
3407	130907	253209
3408	130944	253170
3409	130984	253134
3410	131018	253087
3411	131058	253052
3412	131095	253011
3413	131136	252977
3414	131177	252944
3415	131213	252901
3416	131258	252874
3417	131286	252816
3418	131311	252753
3419	131339	252693
3420	131366	252634
3421	131394	252575
3422	131490	252648
3423	131631	252805
3424	131673	252774
3425	131709	252732
3426	131740	252679
3427	131769	252621
3428	131797	252563
3429	131831	252517
3430	131868	252475
3431	131891	252408
3432	131918	252346
3433	131946	252289
3434	131972	252226
3435	132002	252171
3436	132030	252113
3437	132057	252053
3438	132082	251989
3439	132112	251935
3440	132139	251874
3441	132180	251841
3442	132221	251808
3443	132260	251772
3444	132300	251735
3445	132338	251696
3446	132375	251655
3447	132413	251616
3448	132442	251560
3449	132472	251505
3450	132500	251447
3451	132529	251392
3452	132559	251336
3453	132586	251277
3454	132615	251221
3455	132695	251261
3456	132819	251384
3457	132935	251492
3458	132984	251474
3459	133018	251428
3460	133054	251385
3461	133094	251348
3462	133133	251311
3463	133167	251265
3464	133206	251227
3465	133246	251191
3466	133283	251150
3467	133320	251110
3468	133358	251070
3469	133396	251031
3470	133440	251003
3471	133480	250968
3472	133535	250960
3473	133574	250922
3474	133611	250881
3475	133650	250844
3476	133684	250798
3477	133723	250759
3478	133763	250724
3479	133804	250691
3480	133839	250646
3481	133923	250693
3482	134058	250835
3483	134175	250943
3484	134229	250934
3485	134272	250904
3486	134310	250864
3487	134346	250822
3488	134381	250776
3489	134419	250737
3490	134455	250693
3491	134490	250648
3492	134522	250597
3493	134558	250554
3494	134596	250515
3495	134635	250477
3496	134676	250444
3497	134712	250401
3498	134752	250365
3499	134786	250317
3500	134825	250280
3501	134861	250237
3502	134898	250196
3503	134933	250149
3504	134973	250114
3505	135006	250066
3506	135037	250014
3507	135078	249979
3508	135154	250009
3509	135303	250176
3510	135407	250259
3511	135466	250258
3512	135508	250225
3513	135545	250184
3514	135581	250140
3515	135620	250103
3516	135657	250062
3517	135689	250010
3518	135728	249972
3519	135768	249937
3520	135808	249901
3521	135843	249856
3522	135882	249818
3523	135922	249781
3524	135958	249739
3525	135999	249704
3526	136038	249666
3527	136076	249627
3528	136113	249587
3529	136153	249551
3530	136192	249512
3531	136229	249472
3532	136267	249431
3533	136305	249392
3534	136340	249347
3535	136451	249441
3536	136605	249613
3537	136671	249624
3538	136722	249609
3539	136764	249576
3540	136803	249537
3541	136844	249503
3542	136875	249450
3543	136910	249406
3544	136951	249372
3545	136987	249327
3546	137021	249280
3547	137057	249237
3548	137100	249207
3549	137141	249171
3550	137172	249119
3551	137210	249079
3552	137247	249038
3553	137290	249007
3554	137322	248957
3555	137358	248914
3556	137398	248877
3557	137436	248837
3558	137477	248804
3559	137517	248767
3560	137552	248722
3561	137587	248677
3562	138075	249449
3563	138221	249606
3564	138318	249671
3565	138373	249662
3566	138425	249647
3567	138465	249610
3568	138507	249576
3569	138544	249535
3570	138579	249488
3571	138618	249452
3572	138654	249408
3573	138693	249369
3574	138719	249306
3575	138743	249240
3576	138772	249184
3577	138799	249124
3578	138837	249085
3579	138880	249054
3580	138927	249030
3581	138965	248989
3582	139002	248947
3583	139040	248908
3584	139079	248868
3585	139116	248826
3586	139160	248797
3587	139209	248776
3588	139246	248735
3589	139273	248674
3590	139388	248772
3591	139510	248882
3592	139549	248843
3593	139583	248795
3594	139621	248755
3595	139654	248706
3596	139683	248650
3597	139714	248597
3598	139743	248540
3599	139772	248485
3600	139801	248428
3601	139827	248367
3602	139856	248310
3603	139886	248256
3604	139915	248199
3605	139944	248143
3606	139972	248084
3607	139998	248024
3608	140026	247966
3609	140065	247928
3610	140106	247892
3611	140139	247843
3612	140177	247802
3613	140213	247760
3614	140245	247709
3615	140284	247670
3616	140325	247635
3617	140353	247578
3618	140381	247519
3619	140409	247461
3620	140441	247411
3621	140465	247347
3622	140488	247280
3623	140556	247292
3624	140682	247407
3625	140772	247458
3626	140806	247410
3627	140844	247370
3628	140876	247319
3629	140913	247278
3630	140946	247228
3631	140971	247165
3632	140998	247107
3633	141026	247049
3634	141052	246987
3635	141079	246927
3636	141107	246869
3637	141136	246815
3638	141162	246752
3639	141189	246693
3640	141218	246638
3641	141248	246584
3642	141277	246527
3643	141303	246466
3644	141339	246423
3645	141379	246385
3646	141418	246348
3647	141458	246311
3648	141490	246261
3649	141526	246218
3650	141565	246179
3651	141602	246136
3652	141633	246084
3653	141661	246027
3654	141691	245972
3655	141719	245916
3656	141785	245924
3657	141916	246045
3658	142008	246099
3659	142047	246060
3660	142086	246021
3661	142120	245974
3662	142151	245921
3663	142181	245867
3664	142206	245806
3665	142234	245748
3666	142264	245693
3667	142292	245637
3668	142320	245580
3669	142348	245521
3670	142374	245462
3671	142403	245405
3672	142432	245350
3673	142463	245297
3674	142489	245237
3675	142529	245200
3676	142568	245161
3677	142605	245120
3678	142641	245076
3679	142681	245039
3680	142720	245001
3681	142756	244957
3682	142782	244898
3683	142819	244854
3684	142866	244830
3685	142910	244801
3686	142938	244743
3687	142970	244693
3688	143093	244798
3689	143231	244929
3690	143336	245004
3691	143392	244995
3692	143435	244963
3693	143474	244924
3694	143508	244876
3695	143538	244824
3696	143577	244783
3697	143614	244742
3698	143651	244701
3699	143685	244654
3700	143717	244602
3701	143747	244549
3702	143782	244503
3703	143821	244465
3704	143859	244425
3705	143892	244376
3706	143944	244360
3707	144000	244350
3708	144041	244315
3709	144077	244270
3710	144118	244236
3711	144155	244194
3712	144201	244167
3713	144246	244138
3714	144283	244097
3715	144399	244188
3716	144538	244319
3717	144691	244473
3718	144723	244422
3719	144761	244381
3720	144796	244337
3721	144827	244285
3722	144867	244247
3723	144904	244204
3724	144941	244163
3725	144981	244125
3726	145020	244087
3727	145064	244056
3728	145097	244007
3729	145136	243969
3730	145173	243927
3731	145210	243884
3732	145246	243840
3733	145283	243798
3734	145322	243760
3735	145362	243722
3736	145399	243681
3737	145432	243631
3738	145469	243590
3739	145507	243550
3740	145546	243511
3741	145585	243472
3742	145622	243430
3743	145662	243393
3744	145808	243532
3745	145946	243660
3746	146008	243658
3747	146068	243654
3748	146115	243630
3749	146160	243600
3750	146193	243552
3751	146227	243503
3752	146257	243451
3753	146291	243402
3754	146326	243357
3755	146362	243314
3756	146399	243271
3757	146434	243226
3758	146473	243187
3759	146513	243149
3760	146546	243101
3761	146583	243058
3762	146626	243027
3763	146666	242989
3764	146699	242941
3765	146736	242897
3766	146776	242860
3767	146812	242817
3768	146853	242780
3769	146894	242745
3770	146934	242708
3771	147043	242786
3772	147193	242930
3773	147288	242983
3774	147344	242972
3775	147389	242942
3776	147422	242893
3777	147459	242852
3778	147494	242806
3779	147533	242766
3780	147571	242725
3781	147611	242688
3782	147649	242647
3783	147687	242607
3784	147724	242564
3785	147763	242525
3786	147800	242482
3787	147837	242441
3788	147872	242394
3789	147906	242347
3790	147944	242307
3791	147984	242269
3792	148022	242228
3793	148060	242187
3794	148099	242148
3795	148133	242103
3796	148167	242054
3797	148198	242003
3798	148275	242025
3799	148426	242170
3800	148519	242218
3801	148554	242172
3802	148596	242139
3803	148645	242115
3804	148684	242077
3805	148735	242056
3806	148765	242003
3807	148802	241959
3808	148840	241920
3809	148878	241879
3810	148918	241841
3811	148951	241792
3812	148990	241752
3813	149027	241711
3814	149063	241665
3815	149092	241611
3816	149121	241556
3817	149163	241521
3818	149196	241472
3819	149245	241449
3820	149286	241413
3821	149316	241360
3822	149358	241324
3823	149400	241291
3824	149440	241253
3825	149482	241219
3826	149978	241918
3827	150125	242052
3828	150164	242012
3829	150202	241970
3830	150248	241942
3831	150277	241887
3832	150306	241831
3833	150336	241777
3834	150365	241721
3835	150395	241667
3836	150424	241611
3837	150454	241558
3838	150480	241498
3839	150510	241443
3840	150534	241380
3841	150563	241324
3842	150592	241268
3843	150619	241210
3844	150648	241155
3845	150688	241117
3846	150726	241076
3847	150765	241037
3848	150808	241003
3849	150863	240989
3850	150901	240949
3851	150935	240901
3852	150971	240857
3853	150998	240797
3854	151025	240739
3855	151051	240679
3856	151079	240622
3857	151111	240571
3858	151174	240570
3859	151302	240672
3860	151402	240729
3861	151437	240684
3862	151476	240644
3863	151512	240600
3864	151539	240542
3865	151564	240480
3866	151590	240419
3867	151619	240365
3868	151648	240309
3869	151677	240254
3870	151702	240191
3871	151731	240136
3872	151758	240078
3873	151784	240019
3874	151814	239964
3875	151841	239906
3876	151870	239850
3877	151902	239801
3878	151942	239762
3879	151978	239718
3880	152017	239679
3881	152061	239648
3882	152102	239610
3883	152137	239566
3884	152178	239529
3885	152209	239478
3886	152233	239414
3887	152263	239360
3888	152289	239300
3889	152316	239241
3890	152345	239188
3891	152373	239131
3892	152486	239207
3893	152629	239331
3894	152668	239291
3895	152703	239246
3896	152742	239206
3897	152778	239161
3898	152812	239114
3899	152850	239073
3900	152877	239016
3901	152905	238959
3902	152933	238901
3903	152960	238843
3904	152990	238790
3905	153017	238732
3906	153056	238693
3907	153117	238688
3908	153154	238644
3909	153192	238604
3910	153229	238561
3911	153266	238518
3912	153307	238482
3913	153361	238466
3914	153402	238429
3915	153442	238392
3916	153481	238352
3917	153524	238319
3918	153569	238288
3919	153611	238255
3920	153714	238314
3921	153843	238414
3922	153998	238554
3923	154036	238512
3924	154075	238473
3925	154112	238431
3926	154157	238400
3927	154193	238356
3928	154227	238308
3929	154261	238262
3930	154302	238224
3931	154344	238189
3932	154383	238150
3933	154420	238107
3934	154458	238066
3935	154491	238018
3936	154519	237960
3937	154541	237895
3938	154567	237835
3939	154597	237782
3940	154634	237739
3941	154670	237695
3942	154711	237658
3943	154749	237616
3944	154787	237576
3945	154819	237526
3946	154857	237485
3947	154883	237425
3948	154917	237378
3949	154956	237338
3950	155049	237381
3951	155191	237499
3952	155275	237528
3953	155324	237504
3954	155371	237477
3955	155403	237427
3956	155443	237387
3957	155482	237347
3958	155521	237308
3959	155561	237270
3960	155600	237230
3961	155636	237186
3962	155674	237145
3963	155710	237101
3964	155747	237057
3965	155780	237008
3966	155816	236965
3967	155854	236923
3968	155898	236891
3969	155939	236855
3970	155978	236816
3971	156017	236775
3972	156053	236732
3973	156092	236692
3974	156129	236649
3975	156171	236613
3976	156204	236565
3977	156303	236616
3978	156443	236729
3979	156550	236792
3980	156607	236779
3981	156660	236761
3982	156690	236707
3983	156720	236654
3984	156769	236628
3985	156808	236589
3986	156848	236550
3987	156886	236509
3988	156917	236457
3989	156946	236403
3990	156983	236360
3991	157022	236320
3992	157060	236279
3993	157102	236243
3994	157142	236205
3995	157179	236162
3996	157212	236113
3997	157253	236077
3998	157292	236036
3999	157332	235998
4000	157369	235955
4001	157408	235915
4002	157442	235868
4003	157469	235811
4004	157497	235754
4005	157615	235832
4006	157766	235960
4007	157911	236079
4008	157970	236069
4009	158029	236059
4010	158081	236038
4011	158118	235995
4012	158156	235953
4013	158189	235905
4014	158229	235865
4015	158267	235824
4016	158300	235776
4017	158337	235733
4018	158377	235693
4019	158418	235657
4020	158454	235612
4021	158488	235564
4022	158524	235521
4023	158558	235473
4024	158593	235428
4025	158630	235385
4026	158668	235343
4027	158707	235302
4028	158738	235251
4029	158776	235209
4030	158810	235162
4031	158849	235121
4032	158938	235156
4033	159078	235265
4034	159205	235355
4035	159255	235332
4036	159305	235308
4037	159336	235256
4038	159371	235209
4039	159410	235169
4040	159453	235136
4041	159498	235104
4042	159540	235068
4043	159581	235031
4044	159620	234991
4045	159652	234941
4046	159687	234894
4047	159727	234856
4048	159761	234809
4049	159811	234784
4050	159850	234745
4051	159892	234708
4052	159931	234669
4053	159967	234624
4054	160004	234581
4055	160044	234542
4056	160084	234504
4057	160125	234466
4058	160170	234435
4059	160293	234518
4060	160799	235160
4061	160878	235179
4062	160914	235134
4063	160952	235091
4064	160988	235047
4065	161017	234992
4066	161047	234938
4067	161071	234875
4068	161100	234821
4069	161129	234766
4070	161158	234711
4071	161185	234653
4072	161218	234603
4073	161248	234550
4074	161275	234492
4075	161306	234440
4076	161334	234384
4077	161359	234324
4078	161397	234281
4079	161434	234238
4080	161475	234200
4081	161514	234161
4082	161555	234123
4083	161587	234072
4084	161625	234030
4085	161662	233987
4086	161698	233943
4087	161729	233890
4088	161758	233835
4089	161785	233778
4090	161814	233722
4091	161871	233709
4092	161996	233792
4093	162107	233856
4094	162156	233830
4095	162194	233788
4096	162238	233755
4097	162267	233700
4098	162296	233645
4099	162321	233584
4100	162348	233526
4101	162373	233466
4102	162399	233407
4103	162430	233354
4104	162460	233301
4105	162488	233245
4106	162518	233191
4107	162545	233134
4108	162575	233081
4109	162607	233031
4110	162640	232981
4111	162679	232942
4112	162719	232902
4113	162759	232864
4114	162797	232821
4115	162837	232783
4116	162875	232741
4117	162916	232704
4118	162944	232647
4119	162975	232595
4120	163000	232535
4121	163028	232480
4122	163057	232425
4123	163088	232372
4124	163167	232390
4125	163295	232475
4126	163391	232516
4127	163429	232474
4128	163467	232433
4129	163503	232388
4130	163540	232344
4131	163582	232308
4132	163611	232254
4133	163639	232198
4134	163667	232142
4135	163695	232086
4136	163723	232030
4137	163750	231973
4138	163779	231918
4139	163803	231856
4140	163831	231800
4141	163856	231740
4142	163885	231685
4143	163914	231631
4144	163941	231574
4145	163967	231516
4146	164006	231475
4147	164038	231425
4148	164076	231383
4149	164110	231336
4150	164148	231294
4151	164182	231247
4152	164222	231208
4153	164253	231157
4154	164276	231094
4155	164307	231042
4156	164336	230987
4157	164365	230933
4158	164513	231047
4159	164652	231146
4160	164756	231197
4161	164806	231172
4162	164859	231151
4163	164895	231107
4164	164935	231067
4165	164975	231029
4166	165009	230981
4167	165049	230943
4168	165087	230901
4169	165122	230855
4170	165157	230808
4171	165194	230764
4172	165233	230725
4173	165269	230680
4174	165303	230633
4175	165341	230591
4176	165392	230567
4177	165430	230525
4178	165469	230485
4179	165509	230446
4180	165550	230408
4181	165596	230378
