iter	Passed	Remaining
171	6182	353254
172	6214	352984
173	6247	352788
174	6281	352645
175	6316	352592
176	6350	352415
177	6384	352284
178	6418	352169
179	6455	352188
180	6490	352114
181	6525	352003
182	6565	352215
183	6599	352091
184	6630	351761
185	6667	351778
186	6699	351564
187	6733	351421
188	6765	351183
189	6799	351051
190	6830	350776
191	6865	350690
192	6899	350575
193	6933	350450
194	6967	350336
195	7001	350235
196	7036	350134
197	7090	351027
198	7128	351101
199	7164	351079
200	7200	351022
201	7236	351010
202	7269	350840
203	7304	350779
204	7337	350576
205	7371	350491
206	7407	350452
207	7443	350416
208	7476	350261
209	7509	350078
210	7540	349845
211	7576	349806
212	7612	349780
213	7648	349764
214	7685	349763
215	7719	349667
216	7754	349612
217	7789	349510
218	7824	349471
219	7859	349368
220	7893	349294
221	7930	349278
222	7964	349195
223	7998	349055
224	8036	349148
225	8072	349117
226	8126	349864
227	8156	349600
228	8181	349079
229	8220	349173
230	8254	349093
231	8294	349247
232	8328	349098
233	8364	349079
234	8402	349152
235	8437	349091
236	8477	349236
237	8514	349251
238	8557	349486
239	8581	348988
240	8616	348931
241	8653	348937
242	8689	348918
243	8730	349057
244	8766	349042
245	8791	348597
246	8816	348134
247	8841	347661
248	8876	347589
249	8901	347169
250	8924	346638
251	8947	346119
252	8973	345705
253	8997	345243
254	9026	344957
255	9059	344820
256	9093	344725
257	9141	345162
258	9173	345002
259	9197	344569
260	9221	344081
261	9245	343629
262	9272	343289
263	9295	342820
264	9329	342727
265	9354	342307
266	9380	341964
267	9405	341540
268	9430	341135
269	9453	340675
270	9479	340301
271	9504	339907
272	9531	339605
273	9563	339486
274	9596	339355
275	9634	339445
276	9668	339380
277	9709	339553
278	9745	339554
279	9779	339477
280	9817	339545
281	9852	339535
282	9889	339576
283	9923	339500
284	9946	339062
285	9972	338730
286	10000	338437
287	10025	338081
288	10049	337686
289	10077	337432
290	10101	337022
291	10125	336646
292	10166	336818
293	10198	336691
294	10229	336532
295	10258	336315
296	10281	335898
297	10319	335974
298	10365	336298
299	10398	336208
300	10429	336076
301	10465	336083
302	10503	336142
303	10543	336275
304	10575	336151
305	10597	335716
306	10623	335408
307	10651	335178
308	10675	334794
309	10702	334527
310	10730	334313
311	10758	334056
312	10783	333736
313	10807	333393
314	10833	333099
315	10861	332865
316	10884	332470
317	10910	332192
318	10919	331369
319	10943	331031
320	10972	330840
321	10996	330515
322	11025	330333
323	11050	330013
324	11078	329812
325	11106	329597
326	11132	329302
327	11174	329520
328	11209	329519
329	11236	329260
330	11262	328994
331	11291	328805
332	11317	328557
333	11342	328258
334	11367	327948
335	11392	327682
336	11417	327387
337	11440	327043
338	11466	326765
339	11491	326502
340	11517	326251
341	11542	325947
342	11550	325202
343	11576	324962
344	11613	325004
345	11624	324353
346	11656	324275
347	11691	324280
348	11727	324317
349	11763	324342
350	11802	324437
351	11842	324591
352	11878	324625
353	11903	324356
354	11931	324169
355	11961	324024
356	11984	323722
357	12010	323490
358	12036	323228
359	12060	322964
360	12086	322724
361	12111	322448
362	12137	322231
363	12164	322018
364	12213	322404
365	12244	322297
366	12280	322331
367	12315	322356
368	12349	322320
369	12382	322291
370	12417	322298
371	12457	322414
372	12468	321810
373	12500	321731
374	12525	321488
375	12550	321245
376	12574	320956
377	12597	320680
378	12625	320503
379	12652	320314
380	12677	320052
381	12703	319851
382	12728	319618
383	12752	319345
384	12778	319123
385	12803	318888
386	12831	318736
387	12857	318511
388	12882	318299
389	12905	318000
390	12932	317816
391	12957	317587
392	12980	317321
393	13006	317101
394	13029	316831
395	13058	316701
396	13109	317094
397	13164	317601
398	13235	318472
399	13273	318559
400	13312	318664
401	13346	318648
402	13384	318733
403	13420	318765
404	13457	318817
405	13489	318767
406	13521	318698
407	13556	318713
408	13588	318656
409	13620	318598
410	13651	318502
411	13691	318615
412	13729	318696
413	13768	318801
414	13804	318840
415	13840	318854
416	13875	318880
417	13909	318854
418	13943	318833
419	13980	318884
420	14017	318945
421	14054	318994
422	14092	319062
423	14119	318882
424	14142	318618
425	14168	318433
426	14201	318381
427	14226	318172
428	14286	318735
429	14313	318565
430	14340	318375
431	14374	318361
432	14405	318287
433	14438	318252
434	14470	318184
435	14514	318384
436	14555	318522
437	14590	318532
438	14624	318497
439	14657	318463
440	14691	318451
441	14726	318448
442	14762	318482
443	14795	318442
444	14832	318477
445	14864	318410
446	14896	318348
447	14930	318332
448	14963	318302
449	14999	318313
450	15033	318298
451	15068	318309
452	15103	318311
453	15134	318234
454	15166	318170
455	15182	317775
456	15207	317557
457	15237	317453
458	15298	317992
459	15338	318098
460	15370	318055
461	15403	318000
462	15440	318045
463	15477	318098
464	15516	318177
465	15553	318215
466	15587	318199
467	15625	318260
468	15659	318233
469	15691	318169
470	15726	318176
471	15762	318187
472	15803	318299
473	15835	318256
474	15857	317992
475	15900	318139
476	15934	318113
477	15970	318139
478	16012	318273
479	16047	318283
480	16078	318201
481	16111	318160
482	16151	318239
483	16190	318316
484	16222	318268
485	16256	318237
486	16289	318188
487	16367	319030
488	16401	318999
489	16436	319001
490	16470	318970
491	16504	318946
492	16537	318916
493	16573	318927
494	16608	318908
495	16642	318895
496	16679	318925
497	16713	318897
498	16750	318922
499	16787	318971
500	16818	318880
501	16854	318892
502	16887	318840
503	16922	318838
504	16959	318879
505	16996	318899
506	17029	318855
507	17068	318929
508	17099	318847
509	17132	318791
510	17168	318806
511	17200	318752
512	17235	318742
513	17268	318702
514	17304	318709
515	17340	318712
516	17423	319597
517	17469	319783
518	17503	319756
519	17537	319727
520	17574	319740
521	17606	319685
522	17638	319618
523	17672	319593
524	17703	319506
525	17738	319502
526	17775	319518
527	17807	319447
528	17829	319219
529	17860	319132
530	17895	319121
531	17929	319096
532	17963	319059
533	17998	319059
534	18039	319147
535	18080	319250
536	18112	319183
537	18153	319278
538	18189	319282
539	18223	319247
540	18259	319260
541	18286	319103
542	18312	318926
543	18342	318828
544	18373	318748
545	18403	318658
546	18477	319311
547	18517	319391
548	18551	319357
549	18574	319150
550	18597	318917
551	18605	318447
552	18630	318264
553	18668	318300
554	18707	318372
555	18745	318399
556	18781	318412
557	18819	318448
558	18851	318389
559	18887	318386
560	18919	318318
561	18953	318296
562	18988	318282
563	19023	318279
564	19058	318260
565	19090	318205
566	19127	318212
567	19159	318152
568	19195	318162
569	19230	318144
570	19262	318086
571	19291	317972
572	19323	317906
573	19343	317658
574	19377	317626
575	19413	317620
576	19453	317690
577	19535	318445
578	19578	318571
579	19615	318581
580	19651	318587
581	19683	318526
582	19715	318456
583	19745	318354
584	19772	318221
585	19799	318081
586	19828	317972
587	19854	317808
588	19881	317668
589	19916	317652
590	19951	317629
591	19988	317654
592	20023	317637
593	20061	317681
594	20098	317693
595	20139	317776
596	20178	317812
597	20210	317757
598	20244	317727
599	20284	317797
600	20329	317924
601	20367	317958
602	20394	317820
603	20425	317742
604	20451	317586
605	20478	317456
606	20504	317300
607	20530	317137
608	20594	317572
609	20624	317481
610	20652	317357
611	20682	317271
612	20710	317146
613	20742	317081
614	20779	317094
615	20811	317042
616	20852	317118
617	20892	317176
618	20925	317126
619	20959	317096
620	20998	317148
621	21023	316981
622	21052	316873
623	21077	316701
624	21102	316537
625	21127	316372
626	21136	315963
627	21163	315837
628	21190	315704
629	21217	315562
630	21225	315160
631	21251	315004
632	21256	314544
633	21280	314378
634	21308	314261
635	21334	314110
636	21362	313995
637	21366	313536
638	21393	313409
639	21417	313235
640	21440	313051
641	21466	312900
642	21491	312744
643	21518	312619
644	21547	312529
645	21589	312611
646	21647	312929
647	21668	312723
648	21694	312578
649	21721	312454
650	21750	312363
651	21777	312231
652	21806	312142
653	21835	312047
654	21859	311874
655	21889	311788
656	21916	311672
657	21944	311553
658	21971	311430
659	21999	311330
660	22027	311211
661	22065	311244
662	22078	310924
663	22119	311003
664	22157	311041
665	22195	311070
666	22237	311161
667	22274	311182
668	22299	311031
669	22324	310870
670	22352	310767
671	22391	310810
672	22425	310789
673	22458	310753
674	22487	310662
675	22514	310534
676	22538	310373
677	22565	310253
678	22593	310147
679	22653	310489
680	22690	310507
681	22714	310341
682	22739	310190
683	22763	310030
684	22790	309912
685	22817	309800
686	22848	309739
687	22871	309561
688	22896	309421
689	22925	309323
690	22952	309215
691	22976	309058
692	23003	308934
693	23027	308782
694	23064	308792
695	23113	308971
696	23168	309235
697	23218	309422
698	23274	309690
699	23326	309909
700	23374	310073
701	23403	309976
702	23431	309881
703	23468	309895
704	23491	309727
705	23520	309632
706	23547	309516
707	23573	309385
708	23598	309247
709	23627	309151
710	23688	309479
711	23725	309503
712	23765	309554
713	23801	309553
714	23834	309517
715	23864	309442
716	23900	309442
717	23935	309432
718	23974	309468
719	23997	309307
720	24020	309137
721	24047	309021
722	24055	308666
723	24098	308756
724	24135	308770
725	24175	308816
726	24211	308825
727	24247	308824
728	24288	308881
729	24320	308836
730	24355	308820
731	24391	308821
732	24427	308821
733	24463	308828
734	24502	308865
735	24537	308855
736	24571	308831
737	24611	308874
738	24645	308847
739	24678	308818
740	24763	309426
741	24810	309567
742	24827	309325
743	24858	309262
744	24894	309263
745	24927	309217
746	24962	309209
747	24996	309179
748	25036	309226
749	25073	309237
750	25109	309242
751	25134	309102
752	25166	309048
753	25200	309019
754	25231	308962
755	25265	308934
756	25301	308933
757	25344	309018
758	25382	309035
759	25416	309013
760	25452	309007
761	25486	308981
762	25521	308969
763	25557	308964
764	25599	309038
765	25639	309085
766	25677	309102
767	25710	309063
768	25735	308931
769	25798	309250
770	25858	309528
771	25876	309309
772	25911	309299
773	25949	309315
774	25982	309277
775	26007	309137
776	26042	309129
777	26078	309121
778	26117	309152
779	26159	309224
780	26190	309159
781	26227	309167
782	26259	309116
783	26291	309057
784	26325	309036
785	26365	309075
786	26400	309062
787	26441	309109
788	26474	309069
789	26510	309061
790	26544	309037
791	26581	309040
792	26617	309038
793	26633	308804
794	26667	308775
795	26704	308777
796	26737	308744
797	26776	308768
798	26809	308732
799	26902	309381
800	26940	309394
801	26974	309368
802	27009	309353
803	27043	309322
804	27082	309350
805	27124	309413
806	27159	309384
807	27196	309391
808	27227	309334
809	27262	309314
810	27293	309252
811	27327	309222
812	27360	309176
813	27391	309117
814	27423	309065
815	27461	309073
816	27492	309011
817	27527	308995
818	27558	308926
819	27596	308948
820	27636	308981
821	27672	308972
822	27710	308988
823	27743	308953
824	27770	308842
825	27795	308709
826	27815	308527
827	27843	308427
828	27903	308687
829	27971	309035
830	28008	309038
831	28042	309012
832	28082	309042
833	28117	309026
834	28152	309005
835	28187	308987
836	28221	308949
837	28256	308933
838	28292	308919
839	28322	308852
840	28352	308774
841	28385	308729
842	28420	308715
843	28456	308704
844	28489	308659
845	28522	308621
846	28557	308605
847	28591	308572
848	28625	308543
849	28663	308551
850	28697	308519
851	28729	308467
852	28761	308416
853	28791	308342
854	28826	308320
855	28863	308330
856	28888	308195
857	28925	308200
858	29022	308846
859	29060	308854
860	29092	308800
861	29116	308657
862	29158	308712
863	29192	308681
864	29228	308672
865	29264	308662
866	29302	308673
867	29338	308664
868	29375	308659
869	29407	308612
870	29438	308541
871	29472	308514
872	29508	308506
873	29544	308494
874	29584	308524
875	29623	308540
876	29660	308548
877	29697	308540
878	29734	308541
879	29769	308520
880	29799	308443
881	29836	308448
882	29873	308445
883	29912	308469
884	29946	308436
885	29984	308440
886	30067	308909
887	30108	308952
888	30150	308996
889	30195	309084
890	30228	309032
891	30265	309031
892	30299	309003
893	30333	308969
894	30370	308966
895	30404	308930
896	30433	308842
897	30470	308843
898	30503	308798
899	30537	308771
900	30579	308812
901	30624	308891
902	30660	308878
903	30701	308919
904	30732	308851
905	30767	308825
906	30801	308792
907	30832	308729
908	30874	308776
909	30909	308752
910	30952	308815
911	30987	308789
912	31010	308647
913	31038	308552
914	31099	308788
915	31154	308957
916	31182	308866
917	31208	308751
918	31236	308661
919	31261	308536
920	31288	308436
921	31317	308356
922	31344	308246
923	31384	308279
924	31416	308225
925	31454	308225
926	31487	308181
927	31527	308205
928	31559	308150
929	31598	308167
930	31626	308079
931	31652	307965
932	31679	307861
933	31701	307713
934	31727	307605
935	31758	307544
936	31782	307414
937	31810	307325
938	31839	307234
939	31865	307124
940	31890	307008
941	31919	306933
942	31945	306815
943	31970	306699
944	31996	306590
945	32025	306508
946	32049	306386
947	32077	306291
948	32101	306160
949	32179	306548
950	32214	306525
951	32243	306448
952	32272	306369
953	32296	306243
954	32323	306141
955	32348	306029
956	32376	305939
957	32403	305835
958	32430	305741
959	32460	305666
960	32487	305576
961	32513	305467
962	32538	305349
963	32567	305266
964	32594	305176
965	32626	305120
966	32664	305127
967	32709	305198
968	32744	305178
969	32778	305140
970	32815	305138
971	32852	305131
972	32885	305099
973	32912	304997
974	32936	304878
975	32962	304765
976	32987	304650
977	33014	304559
978	33042	304472
979	33071	304391
980	33096	304277
981	33121	304164
982	33149	304078
983	33214	304335
984	33268	304481
985	33299	304421
986	33328	304342
987	33354	304246
988	33382	304159
989	33414	304101
990	33442	304020
991	33466	303898
992	33493	303799
993	33522	303725
994	33551	303649
995	33580	303573
996	33605	303458
997	33627	303324
998	33654	303225
999	33686	303174
1000	33731	303244
1001	33768	303244
1002	33802	303207
1003	33836	303178
1004	33872	303164
1005	33905	303124
1006	33940	303106
1007	33972	303058
1008	34002	302985
1009	34030	302908
1010	34056	302806
1011	34086	302735
1012	34113	302643
1013	34142	302567
1014	34169	302477
1015	34198	302401
1016	34229	302344
1017	34319	302808
1018	34350	302752
1019	34375	302638
1020	34403	302557
1021	34431	302469
1022	34457	302372
1023	34486	302298
1024	34525	302307
1025	34576	302428
1026	34622	302498
1027	34648	302402
1028	34673	302287
1029	34705	302240
1030	34740	302222
1031	34773	302179
1032	34809	302163
1033	34844	302142
1034	34878	302111
1035	34916	302119
1036	34955	302131
1037	34995	302147
1038	35034	302157
1039	35071	302153
1040	35109	302158
1041	35145	302142
1042	35183	302148
1043	35217	302110
1044	35246	302038
1045	35279	302001
1046	35345	302243
1047	35427	302621
1048	35463	302609
1049	35499	302591
1050	35538	302604
1051	35579	302631
1052	35619	302645
1053	35660	302676
1054	35693	302632
1055	35726	302594
1056	35762	302576
1057	35800	302579
1058	35834	302549
1059	35873	302557
1060	35909	302540
1061	35942	302500
1062	35969	302411
1063	36005	302391
1064	36038	302348
1065	36076	302350
1066	36111	302327
1067	36149	302328
1068	36186	302318
1069	36221	302301
1070	36255	302263
1071	36289	302231
1072	36317	302153
1073	36343	302047
1074	36370	301956
1075	36464	302421
1076	36549	302811
1077	36588	302820
1078	36620	302769
1079	36656	302754
1080	36686	302693
1081	36722	302670
1082	36751	302598
1083	36786	302574
1084	36827	302596
1085	36861	302562
1086	36895	302529
1087	36930	302503
1088	36966	302488
1089	37001	302464
1090	37037	302444
1091	37076	302451
1092	37113	302439
1093	37147	302405
1094	37181	302374
1095	37219	302376
1096	37252	302332
1097	37291	302340
1098	37327	302321
1099	37363	302304
1100	37396	302262
1101	37432	302244
1102	37467	302216
1103	37540	302501
1104	37642	303014
1105	37678	302993
1106	37713	302968
1107	37749	302948
1108	37788	302955
1109	37825	302948
1110	37857	302895
1111	37896	302898
1112	37930	302867
1113	37965	302838
1114	38004	302845
1115	38042	302841
1116	38090	302916
1117	38126	302898
1118	38162	302879
1119	38199	302865
1120	38233	302835
1121	38282	302919
1122	38317	302889
1123	38353	302866
1124	38387	302832
1125	38422	302805
1126	38457	302779
1127	38493	302758
1128	38527	302727
1129	38566	302726
1130	38644	303043
1131	38719	303325
1132	38755	303306
1133	38781	303210
1134	38813	303153
1135	38852	303158
1136	38884	303105
1137	38921	303096
1138	38957	303076
1139	38989	303027
1140	39028	303025
1141	39060	302973
1142	39097	302961
1143	39134	302952
1144	39172	302948
1145	39205	302902
1146	39243	302900
1147	39282	302897
1148	39318	302875
1149	39352	302846
1150	39387	302811
1151	39422	302782
1152	39452	302722
1153	39486	302686
1154	39524	302677
1155	39562	302674
1156	39596	302635
1157	39635	302636
1158	39707	302896
1159	39791	303239
1160	39826	303207
1161	39861	303179
1162	39897	303162
1163	39932	303129
1164	39968	303107
1165	40012	303146
1166	40048	303129
1167	40082	303087
1168	40115	303047
1169	40155	303054
1170	40194	303053
1171	40227	303007
1172	40266	303008
1173	40305	303009
1174	40336	302951
1175	40372	302927
1176	40411	302930
1177	40447	302910
1178	40482	302880
1179	40516	302842
1180	40549	302799
1181	40587	302793
1182	40631	302831
1183	40669	302826
1184	40708	302819
1185	40790	303139
1186	40879	303515
1187	40917	303506
1188	40955	303499
1189	40991	303476
1190	41024	303431
1191	41058	303392
1192	41097	303392
1193	41127	303324
1194	41163	303297
1195	41190	303212
1196	41216	303113
1197	41242	303021
1198	41269	302933
1199	41304	302903
1200	41341	302885
1201	41381	302888
1202	41420	302891
1203	41460	302898
1204	41495	302862
1205	41533	302858
1206	41565	302804
1207	41602	302790
1208	41644	302813
1209	41686	302827
1210	41716	302763
1211	41742	302668
1212	41779	302649
1213	41809	302582
1214	41882	302830
1215	41949	303028
1216	41984	302998
1217	42023	302999
1218	42050	302911
1219	42077	302822
1220	42115	302811
1221	42153	302802
1222	42184	302741
1223	42216	302691
1224	42254	302677
1225	42293	302679
1226	42328	302645
1227	42364	302620
1228	42389	302522
1229	42416	302434
1230	42442	302336
1231	42470	302256
1232	42496	302162
1233	42521	302062
1234	42550	301986
1235	42579	301911
1236	42604	301811
1237	42634	301747
1238	42660	301655
1239	42691	301593
1240	42718	301504
1241	42746	301428
1242	42773	301342
1243	42801	301260
1244	42830	301188
1245	42859	301115
1246	42886	301030
1247	42941	301142
1248	43016	301391
1249	43052	301365
1250	43081	301296
1251	43108	301211
1252	43134	301115
1253	43165	301055
1254	43194	300985
1255	43220	300892
1256	43248	300810
1257	43278	300747
1258	43306	300671
1259	43334	300587
1260	43361	300503
1261	43387	300408
1262	43415	300334
1263	43445	300270
1264	43477	300217
1265	43516	300216
1266	43552	300190
1267	43594	300207
1268	43626	300157
1269	43667	300171
1270	43701	300132
1271	43729	300056
1272	43756	299971
1273	43780	299863
1274	43807	299781
1275	43834	299695
1276	43863	299622
1277	43889	299536
1278	43913	299426
1279	43940	299343
1280	43963	299234
1281	44028	299407
1282	44099	299619
1283	44133	299582
1284	44166	299543
1285	44195	299470
1286	44229	299430
1287	44259	299367
1288	44286	299283
1289	44314	299212
1290	44340	299119
1291	44367	299035
1292	44393	298946
1293	44420	298862
1294	44449	298789
1295	44477	298712
1296	44505	298636
1297	44539	298598
1298	44585	298643
1299	44621	298624
1300	44656	298588
1301	44694	298578
1302	44734	298587
1303	44765	298529
1304	44791	298437
1305	44816	298342
1306	44844	298267
1307	44872	298190
1308	44903	298134
1309	44928	298035
1310	44956	297960
1311	44984	297888
1312	45013	297817
1313	45042	297749
1314	45115	297966
1315	45207	298315
1316	45249	298329
1317	45291	298348
1318	45324	298302
1319	45355	298248
1320	45388	298201
1321	45427	298197
1322	45462	298170
1323	45498	298147
1324	45538	298148
1325	45571	298108
1326	45610	298099
1327	45647	298081
1328	45683	298060
1329	45731	298111
1330	45776	298150
1331	45812	298122
1332	45850	298113
1333	45884	298077
1334	45922	298069
1335	45964	298083
1336	46007	298104
1337	46046	298097
1338	46090	298123
1339	46128	298115
1340	46158	298053
1341	46266	298490
1342	46316	298556
1343	46351	298527
1344	46387	298503
1345	46424	298484
1346	46458	298443
1347	46490	298397
1348	46535	298429
1349	46576	298431
1350	46611	298402
1351	46655	298427
1352	46694	298421
1353	46745	298495
1354	46783	298484
1355	46817	298443
1356	46850	298400
1357	46887	298382
1358	46925	298367
1359	46958	298327
1360	46995	298303
1361	47033	298290
1362	47069	298267
1363	47105	298240
1364	47137	298194
1365	47176	298188
1366	47214	298170
1367	47242	298098
1368	47319	298329
1369	47406	298623
1370	47438	298573
1371	47462	298476
1372	47487	298381
1373	47523	298355
1374	47560	298336
1375	47592	298286
1376	47628	298260
1377	47666	298246
1378	47700	298207
1379	47742	298216
1380	47774	298169
1381	47813	298158
1382	47847	298124
1383	47884	298104
1384	47920	298075
1385	47959	298067
1386	47995	298043
1387	48032	298020
1388	48072	298021
1389	48106	297980
1390	48144	297966
1391	48183	297964
1392	48225	297971
1393	48260	297940
1394	48297	297924
1395	48334	297903
1396	48420	298181
1397	48480	298301
1398	48518	298291
1399	48552	298252
1400	48586	298212
1401	48620	298171
1402	48656	298145
1403	48694	298129
1404	48731	298111
1405	48771	298111
1406	48810	298103
1407	48847	298081
1408	48879	298031
1409	48916	298008
1410	48952	297984
1411	48991	297974
1412	49029	297956
1413	49062	297914
1414	49087	297823
1415	49113	297732
1416	49142	297662
1417	49173	297608
1418	49211	297592
1419	49244	297549
1420	49277	297502
1421	49313	297478
1422	49346	297431
1423	49380	297394
1424	49413	297350
1425	49488	297555
1426	49574	297827
1427	49626	297899
1428	49666	297892
1429	49704	297877
1430	49739	297844
1431	49771	297793
1432	49810	297786
1433	49849	297775
1434	49881	297724
1435	49916	297693
1436	49952	297664
1437	49987	297631
1438	50025	297618
1439	50063	297600
1440	50101	297586
1441	50142	297586
1442	50182	297583
1443	50214	297533
1444	50251	297507
1445	50287	297484
1446	50327	297477
1447	50366	297470
1448	50403	297448
1449	50444	297448
1450	50481	297427
1451	50520	297414
1452	50592	297601
1453	50686	297914
1454	50722	297883
1455	50758	297858
1456	50795	297833
1457	50829	297797
1458	50865	297766
1459	50902	297746
1460	50940	297728
1461	50975	297692
1462	51011	297667
1463	51051	297660
1464	51090	297650
1465	51127	297626
1466	51163	297598
1467	51200	297577
1468	51234	297534
1469	51274	297532
1470	51317	297542
1471	51354	297521
1472	51387	297478
1473	51424	297451
1474	51463	297444
1475	51503	297437
1476	51534	297377
1477	51575	297378
1478	51614	297370
1479	51706	297659
1480	52170	300092
1481	52207	300067
1482	52234	299986
1483	52264	299924
1484	52292	299846
1485	52318	299754
1486	52346	299683
1487	52375	299612
1488	52401	299520
1489	52425	299426
1490	52452	299343
1491	52480	299266
1492	52506	299176
1493	52534	299099
1494	52558	299004
1495	52587	298931
1496	52622	298895
1497	52656	298854
1498	52708	298913
1499	52745	298891
1500	52779	298851
1501	52819	298843
1502	52858	298825
1503	52898	298822
1504	52937	298804
1505	52987	298854
1506	53020	298808
1507	53046	298719
1508	53074	298646
1509	53101	298562
1510	53124	298463
1511	53213	298724
1512	53266	298790
1513	53303	298769
1514	53331	298693
1515	53358	298610
1516	53390	298559
1517	53431	298552
1518	53468	298529
1519	53508	298522
1520	53545	298497
1521	53584	298481
1522	53618	298441
1523	53658	298429
1524	53686	298355
1525	53715	298284
1526	53740	298196
1527	53769	298126
1528	53797	298049
1529	53824	297968
1530	53848	297874
1531	53876	297800
1532	53904	297720
1533	53931	297640
1534	53958	297560
1535	53982	297467
1536	54007	297376
1537	54036	297306
1538	54061	297216
1539	54088	297136
1540	54116	297061
1541	54145	296993
1542	54170	296900
1543	54195	296809
1544	54223	296740
1545	54321	297046
1546	54369	297079
1547	54399	297017
1548	54427	296944
1549	54457	296878
1550	54483	296798
1551	54512	296726
1552	54536	296630
1553	54563	296554
1554	54591	296480
1555	54621	296414
1556	54650	296347
1557	54676	296264
1558	54702	296181
1559	54732	296116
1560	54760	296043
1561	54788	295972
1562	54825	295946
1563	54866	295942
1564	54904	295922
1565	54943	295909
1566	54979	295878
1567	55020	295876
1568	55058	295856
1569	55094	295823
1570	55119	295737
1571	55147	295660
1572	55174	295586
1573	55201	295508
1574	55229	295433
1575	55256	295358
1576	55286	295291
1577	55312	295212
1578	55373	295312
1579	55461	295558
1580	55497	295530
1581	55534	295506
1582	55572	295488
1583	55602	295421
1584	55626	295331
1585	55652	295247
1586	55683	295190
1587	55712	295119
1588	55742	295059
1589	55765	294962
1590	55795	294898
1591	55824	294832
1592	55853	294763
1593	55910	294845
1594	55959	294883
1595	55995	294854
1596	56032	294828
1597	56086	294893
1598	56122	294862
1599	56159	294837
1600	56196	294814
1601	56238	294813
1602	56274	294785
1603	56318	294792
1604	56359	294788
1605	56404	294807
1606	56469	294928
1607	56581	295294
1608	56626	295309
1609	56664	295288
1610	56697	295240
1611	56730	295193
1612	56765	295159
1613	56792	295081
1614	56822	295019
1615	56859	294996
1616	56894	294956
1617	56931	294931
1618	56968	294905
1619	57004	294877
1620	57042	294854
1621	57077	294819
1622	57115	294799
1623	57154	294782
1624	57179	294694
1625	57206	294618
1626	57234	294544
1627	57265	294489
1628	57302	294462
1629	57337	294428
1630	57377	294416
1631	57413	294387
1632	57452	294370
1633	57490	294349
1634	57517	294273
1635	57543	294187
1636	57632	294429
1637	57718	294654
1638	57760	294651
1639	57794	294609
1640	57828	294570
1641	57867	294551
1642	57903	294520
1643	57937	294481
1644	57974	294454
1645	58010	294422
1646	58048	294399
1647	58087	294384
1648	58125	294363
1649	58164	294347
1650	58202	294326
1651	58236	294286
1652	58271	294248
1653	58308	294223
1654	58344	294188
1655	58383	294174
1656	58427	294181
1657	58468	294175
1658	58505	294149
1659	58539	294106
1660	58575	294078
1661	58608	294031
1662	58644	294000
1663	58682	293974
1664	58790	294304
1665	58864	294462
