iter	RMSE
1666	12995.1734
1667	12994.4908
1668	12988.82057
1669	12984.03837
1670	12982.15517
1671	12978.09142
1672	12974.32897
1673	12970.77386
1674	12964.91496
1675	12958.16783
1676	12953.72847
1677	12949.69525
1678	12942.15874
1679	12936.36298
1680	12930.52983
1681	12926.33051
1682	12918.98923
1683	12912.82488
1684	12910.04482
1685	12906.62206
1686	12904.66545
1687	12900.10166
1688	12897.58321
1689	12896.14473
1690	12893.25822
1691	12886.73049
1692	12883.50917
1693	12881.69176
1694	12880.1778
1695	12876.08409
1696	12872.84864
1697	12864.41129
1698	12858.49158
1699	12850.07178
1700	12847.10164
1701	12845.22807
1702	12843.73981
1703	12841.13712
1704	12837.78905
1705	12837.53288
1706	12836.37705
1707	12833.23893
1708	12828.30835
1709	12823.25007
1710	12822.36569
1711	12820.73567
1712	12818.91353
1713	12813.66763
1714	12808.94306
1715	12807.41604
1716	12802.23498
1717	12798.2639
1718	12794.59124
1719	12792.41865
1720	12785.98749
1721	12785.97093
1722	12785.60696
1723	12780.06088
1724	12773.7133
1725	12767.54112
1726	12765.85576
1727	12763.03653
1728	12762.73349
1729	12758.8082
1730	12757.46488
1731	12755.06488
1732	12751.66954
1733	12749.09179
1734	12743.39264
1735	12739.45045
1736	12735.67709
1737	12727.87434
1738	12720.64708
1739	12717.96186
1740	12716.34954
1741	12711.98954
1742	12709.50395
1743	12706.26076
1744	12702.92912
1745	12696.36473
1746	12692.04684
1747	12685.94767
1748	12682.54195
1749	12676.629
1750	12673.32504
1751	12668.77931
1752	12665.78957
1753	12661.16203
1754	12660.60568
1755	12657.63213
1756	12655.66253
1757	12654.20026
1758	12653.40025
1759	12653.24604
1760	12649.32265
1761	12646.42246
1762	12643.00652
1763	12638.47245
1764	12635.58117
1765	12632.18973
1766	12628.69032
1767	12624.28392
1768	12617.39142
1769	12614.02999
1770	12610.03878
1771	12609.68397
1772	12606.06358
1773	12602.38071
1774	12600.40095
1775	12597.75536
1776	12595.75983
1777	12593.01379
1778	12591.49111
1779	12588.38
1780	12581.22617
1781	12580.76758
1782	12576.68324
1783	12576.22645
1784	12572.94135
1785	12569.30582
1786	12568.13315
1787	12567.39509
1788	12566.82278
1789	12559.92355
1790	12557.28096
1791	12554.39966
1792	12551.71231
1793	12551.06032
1794	12549.22209
1795	12542.82552
1796	12536.33379
1797	12534.73708
1798	12532.29704
1799	12527.89007
1800	12523.82562
1801	12520.33699
1802	12517.15084
1803	12512.17612
1804	12508.58859
1805	12507.03769
1806	12505.07974
1807	12502.17924
1808	12498.37107
1809	12497.03711
1810	12495.38756
1811	12490.24853
1812	12483.87191
1813	12477.92734
1814	12474.68331
1815	12473.31409
1816	12468.07891
1817	12465.90748
1818	12463.54798
1819	12454.14716
1820	12450.91561
1821	12450.53541
1822	12447.91788
1823	12443.70541
1824	12438.06753
1825	12436.20459
1826	12432.98887
1827	12428.20088
1828	12424.73573
1829	12422.10724
1830	12415.9711
1831	12415.07775
1832	12411.29765
1833	12409.9421
1834	12407.26978
1835	12406.40955
1836	12403.66816
1837	12402.0414
1838	12395.43514
1839	12391.18112
1840	12389.22282
1841	12389.09735
1842	12383.03427
1843	12377.44663
1844	12375.48871
1845	12374.17111
1846	12371.09205
1847	12369.72945
1848	12367.50707
1849	12365.65178
1850	12363.77632
1851	12361.92372
1852	12356.36494
1853	12353.22853
1854	12352.90594
1855	12347.62329
1856	12344.69433
1857	12342.04331
1858	12341.606
1859	12337.87791
1860	12337.70677
1861	12337.41629
1862	12331.86303
1863	12327.3042
1864	12325.55144
1865	12319.30239
1866	12316.69103
1867	12313.96983
1868	12311.54325
1869	12306.08716
1870	12300.15281
1871	12296.02078
1872	12293.49256
1873	12291.36331
1874	12285.49126
1875	12279.12673
1876	12276.83106
1877	12271.4414
1878	12266.56332
1879	12265.81611
1880	12261.35788
1881	12252.55565
1882	12247.50345
1883	12242.0302
1884	12241.7721
1885	12241.62969
1886	12239.06063
1887	12235.4428
1888	12232.12751
1889	12231.87495
1890	12229.67645
1891	12221.38707
1892	12218.05448
1893	12213.69345
1894	12211.66603
1895	12210.43372
1896	12205.93208
1897	12202.50016
1898	12199.21887
1899	12199.12964
1900	12195.66247
1901	12191.58597
1902	12185.10104
1903	12182.83171
1904	12180.4835
1905	12176.65183
1906	12173.21758
1907	12172.45184
1908	12168.2498
1909	12166.83469
1910	12160.48036
1911	12157.58986
1912	12153.52741
1913	12150.9315
1914	12146.1565
1915	12141.69633
1916	12139.18576
1917	12135.04033
1918	12132.97771
1919	12126.54166
1920	12125.35324
1921	12118.23526
1922	12114.25484
1923	12108.20671
1924	12107.71799
1925	12104.62858
1926	12102.40557
1927	12100.94992
1928	12099.97643
1929	12095.99959
1930	12091.43265
1931	12086.186
1932	12081.99872
1933	12080.19905
1934	12076.64178
1935	12073.64105
1936	12068.48688
1937	12064.84585
1938	12062.35309
1939	12061.65419
1940	12057.16196
1941	12056.65703
1942	12052.98342
1943	12051.95057
1944	12051.756
1945	12046.30303
1946	12038.91135
1947	12030.77713
1948	12025.77585
1949	12021.41446
1950	12018.82448
1951	12016.75687
1952	12014.25935
1953	12013.37565
1954	12008.70845
1955	12005.94094
1956	12003.97559
1957	11999.90724
1958	11997.71849
1959	11993.3939
1960	11992.66141
1961	11990.75871
1962	11987.61369
1963	11985.20669
1964	11983.11881
1965	11977.20271
1966	11973.99281
1967	11970.9072
1968	11962.53679
1969	11960.77875
1970	11955.07981
1971	11954.07115
1972	11947.76749
1973	11946.19848
1974	11943.63964
1975	11939.32965
1976	11938.23819
1977	11934.28335
1978	11927.67139
1979	11923.50134
1980	11921.93381
1981	11920.18158
1982	11914.21696
1983	11912.101
1984	11910.54882
1985	11908.5555
1986	11904.28882
1987	11902.71568
1988	11897.99415
1989	11895.98438
1990	11894.69717
1991	11891.54568
1992	11889.05061
1993	11884.68757
1994	11880.15274
1995	11877.12433
1996	11875.18299
1997	11869.16463
1998	11864.02785
1999	11859.31425
2000	11857.67316
2001	11856.31749
2002	11853.51616
2003	11846.6279
2004	11844.54421
2005	11839.13941
2006	11837.21763
2007	11831.7772
2008	11824.00254
2009	11819.74304
2010	11819.02082
2011	11814.68567
2012	11811.0746
2013	11807.19469
2014	11800.99117
2015	11799.91206
2016	11797.88264
2017	11794.88633
2018	11790.29513
2019	11787.39164
2020	11785.36984
2021	11784.56024
2022	11781.41878
2023	11779.48271
2024	11775.52534
2025	11773.49058
2026	11771.19967
2027	11767.48648
2028	11764.1561
2029	11761.94718
2030	11761.17678
2031	11759.80806
2032	11754.54217
2033	11752.41225
2034	11752.25932
2035	11752.23971
2036	11751.18429
2037	11748.12484
2038	11747.59786
2039	11744.31307
2040	11743.72422
2041	11739.91181
2042	11735.69631
2043	11735.55958
2044	11735.33967
2045	11732.74694
2046	11729.86656
2047	11725.31997
2048	11721.22889
2049	11719.72639
2050	11717.6089
2051	11713.7883
2052	11711.69935
2053	11708.91509
2054	11707.4507
2055	11703.94271
2056	11698.55647
2057	11697.84419
2058	11695.68558
2059	11690.7268
2060	11689.2192
2061	11687.50866
2062	11684.25099
2063	11682.55019
2064	11679.5688
2065	11675.10623
2066	11670.47444
2067	11668.49735
2068	11663.20936
2069	11659.60867
2070	11656.9477
2071	11654.60849
2072	11650.46266
2073	11647.97448
2074	11646.15683
2075	11643.84155
2076	11641.74338
2077	11634.70015
2078	11634.46584
2079	11628.66737
2080	11623.91916
2081	11620.20378
2082	11615.40093
2083	11614.30054
2084	11609.07705
2085	11607.32474
2086	11603.65335
2087	11601.00871
2088	11599.176
2089	11598.88981
2090	11595.43065
2091	11593.54741
2092	11592.57961
2093	11590.65238
2094	11587.30396
2095	11584.18795
2096	11579.80464
2097	11575.33248
2098	11575.12864
2099	11574.00869
2100	11573.07395
2101	11569.82073
2102	11565.45143
2103	11564.15955
2104	11562.03027
2105	11559.73673
2106	11555.45393
2107	11553.41763
2108	11549.0067
2109	11547.51879
2110	11547.31884
2111	11546.52876
2112	11542.52684
2113	11535.68126
2114	11534.24823
2115	11528.11337
2116	11527.67813
2117	11525.58602
2118	11520.8113
2119	11518.81066
2120	11514.47215
2121	11510.94258
2122	11509.18427
2123	11507.15151
2124	11503.81049
2125	11499.35104
2126	11498.67716
2127	11497.12614
2128	11492.14011
2129	11488.53334
2130	11486.05883
2131	11480.73286
2132	11477.80685
2133	11476.52339
2134	11474.92667
2135	11470.62807
2136	11467.69119
2137	11463.16913
2138	11460.09386
2139	11458.13495
2140	11454.30489
2141	11453.64785
2142	11453.53075
2143	11448.1708
2144	11444.57812
2145	11440.5946
2146	11439.03518
2147	11437.23388
2148	11436.115
2149	11429.3935
2150	11428.77857
2151	11426.26484
2152	11423.37465
2153	11419.1179
2154	11418.2699
2155	11416.34409
2156	11415.75574
2157	11414.65733
2158	11410.03741
2159	11407.58427
2160	11406.17483
2161	11402.26924
2162	11400.49623
2163	11395.12043
2164	11394.33401
2165	11391.49813
2166	11391.06082
2167	11390.931
2168	11385.89826
2169	11382.34103
2170	11380.71924
2171	11374.96004
2172	11372.20394
2173	11370.99362
2174	11364.52772
2175	11361.23474
2176	11359.01683
2177	11356.68242
2178	11354.51463
2179	11350.99554
2180	11346.14489
2181	11343.3898
2182	11338.9221
2183	11335.54755
2184	11333.76862
2185	11331.21378
2186	11330.83183
2187	11328.33662
2188	11326.03977
2189	11325.74599
2190	11322.8816
2191	11317.06374
2192	11312.70898
2193	11312.43633
2194	11310.17252
2195	11309.14564
2196	11305.67499
2197	11305.37472
2198	11300.54763
2199	11297.88197
2200	11294.29395
2201	11293.80836
2202	11290.77053
2203	11289.25003
2204	11287.21238
2205	11285.68501
2206	11277.70521
2207	11276.21038
2208	11274.38728
2209	11271.64369
2210	11271.26081
2211	11269.09888
2212	11264.93865
2213	11262.49718
2214	11260.60145
2215	11258.51452
2216	11256.64566
2217	11255.82811
2218	11255.46932
2219	11255.11151
2220	11254.67734
2221	11250.90818
2222	11248.29713
2223	11245.76113
2224	11242.8579
2225	11239.84485
2226	11235.3438
2227	11231.91371
2228	11228.57023
2229	11224.34857
2230	11222.20766
2231	11221.74624
2232	11220.42754
2233	11217.59163
2234	11214.30375
2235	11211.04005
2236	11207.45898
2237	11206.3704
2238	11201.18963
2239	11200.20616
2240	11199.87133
2241	11195.96918
2242	11188.39337
2243	11184.57905
2244	11182.85693
2245	11179.62606
2246	11179.56848
2247	11179.28635
2248	11175.72267
2249	11170.76304
2250	11167.11662
2251	11165.35681
2252	11163.30174
2253	11162.76879
2254	11162.36806
2255	11158.96342
2256	11157.52844
2257	11156.39762
2258	11150.52944
2259	11149.78833
2260	11146.10174
2261	11142.20557
2262	11140.85748
2263	11135.3227
2264	11132.39091
2265	11129.14022
2266	11128.85431
2267	11125.26785
2268	11123.86245
2269	11122.48806
2270	11120.66258
2271	11120.3149
2272	11115.91231
2273	11114.86315
2274	11112.54529
2275	11109.02297
2276	11106.94096
2277	11104.57665
2278	11100.68733
2279	11098.08959
2280	11096.20922
2281	11094.16629
2282	11093.92646
2283	11091.52918
2284	11090.12498
2285	11086.26905
2286	11083.36343
2287	11080.76677
2288	11078.96415
2289	11078.53634
2290	11074.18216
2291	11073.0462
2292	11068.68134
2293	11063.07222
2294	11060.40291
2295	11057.06038
2296	11055.99406
2297	11049.51289
2298	11045.83275
2299	11041.79662
2300	11038.0088
2301	11032.07152
2302	11031.86273
2303	11028.19334
2304	11026.61369
2305	11024.06285
2306	11022.4783
2307	11020.9119
2308	11020.18519
2309	11019.31273
2310	11018.91805
2311	11015.99154
2312	11014.1898
2313	11013.5802
2314	11013.28669
2315	11013.09418
2316	11010.84273
2317	11008.64393
2318	11004.54031
2319	11002.02011
2320	10998.85227
2321	10998.54795
2322	10995.25442
2323	10995.09329
2324	10991.1996
2325	10989.84009
2326	10986.77465
2327	10983.30778
2328	10980.1017
2329	10976.7075
2330	10975.95424
2331	10972.15191
2332	10970.2319
2333	10969.96046
2334	10967.65741
2335	10966.54055
2336	10964.07238
2337	10963.81758
2338	10960.39729
2339	10955.13464
2340	10952.3087
2341	10952.02219
2342	10949.14241
2343	10948.86822
2344	10945.80201
2345	10943.57359
2346	10943.18808
2347	10940.67397
2348	10938.38995
2349	10937.02154
2350	10933.03543
2351	10932.14259
2352	10925.8122
2353	10921.1106
2354	10918.2984
2355	10915.28347
2356	10914.0487
2357	10911.6365
2358	10909.51676
2359	10908.62331
2360	10907.26074
2361	10904.88114
2362	10901.19424
2363	10900.36692
2364	10895.23732
2365	10892.8783
2366	10891.00678
2367	10888.9109
2368	10888.78126
2369	10887.31157
2370	10884.41551
2371	10883.79365
2372	10875.81734
2373	10872.97903
2374	10867.10738
2375	10866.72633
2376	10861.20776
2377	10856.93515
2378	10854.7535
2379	10853.10167
2380	10851.5294
2381	10851.02445
2382	10846.66243
2383	10845.14338
2384	10841.88439
2385	10840.62518
2386	10837.22195
2387	10835.2131
2388	10834.13093
2389	10833.30857
2390	10829.99034
2391	10829.53774
2392	10825.56645
2393	10824.7055
2394	10821.13462
2395	10817.09685
2396	10816.40455
2397	10816.20367
2398	10814.83053
2399	10809.01363
2400	10806.86856
2401	10802.62536
2402	10802.4905
2403	10800.12172
2404	10799.87951
2405	10798.1223
2406	10797.85419
2407	10794.9942
2408	10793.07461
2409	10787.81588
2410	10786.92682
2411	10784.86709
2412	10783.0424
2413	10779.82403
2414	10778.19555
2415	10775.39981
2416	10772.39403
2417	10764.41598
2418	10764.38401
2419	10760.77335
2420	10759.26731
2421	10756.56507
2422	10754.68146
2423	10754.419
2424	10751.86291
2425	10751.61119
2426	10748.3936
2427	10748.1437
2428	10746.34285
2429	10746.25562
2430	10745.25849
2431	10742.91294
2432	10739.88545
2433	10737.01271
2434	10733.19828
2435	10732.87523
2436	10731.20044
2437	10728.12289
2438	10725.9055
2439	10722.65701
2440	10721.36127
2441	10718.51439
2442	10718.3251
2443	10716.76811
2444	10713.70293
2445	10711.83973
2446	10710.54479
2447	10710.30433
2448	10707.73795
2449	10707.11943
2450	10704.41256
2451	10702.90631
2452	10698.29916
2453	10697.98111
2454	10697.66691
2455	10695.9375
2456	10695.79351
2457	10693.9415
2458	10693.59767
2459	10691.43446
2460	10686.76437
2461	10684.29907
2462	10683.87942
2463	10683.55252
2464	10683.30235
2465	10681.46568
2466	10679.97952
2467	10679.26794
2468	10678.94892
2469	10678.74816
2470	10676.05021
2471	10668.98922
2472	10666.84493
2473	10662.89048
2474	10661.36743
2475	10657.07244
2476	10656.28015
2477	10654.61324
2478	10652.58581
2479	10652.40045
2480	10648.48133
2481	10648.16674
2482	10647.30693
2483	10643.23496
2484	10640.05124
2485	10637.11989
2486	10632.48865
2487	10628.4218
2488	10623.05866
2489	10621.87852
2490	10618.78163
2491	10616.51525
2492	10615.08024
2493	10614.87704
2494	10613.26403
2495	10613.05191
2496	10612.83996
2497	10611.10897
2498	10605.7157
2499	10605.43218
2500	10603.99485
2501	10598.59489
2502	10598.38462
2503	10595.38255
2504	10594.16974
2505	10591.40083
2506	10590.98828
2507	10587.82908
2508	10585.79327
2509	10585.13586
2510	10580.07101
2511	10577.89125
2512	10576.42012
2513	10576.0661
2514	10573.69832
2515	10569.54996
2516	10569.31743
2517	10569.03513
2518	10566.93937
2519	10562.84171
2520	10562.72463
2521	10562.5446
2522	10561.60591
2523	10558.3292
2524	10554.30058
2525	10551.36965
2526	10549.76871
2527	10548.0916
2528	10547.75708
2529	10547.23857
2530	10547.14442
2531	10544.67169
2532	10542.75618
2533	10540.72392
2534	10540.63049
2535	10537.59346
2536	10535.30112
2537	10534.26695
2538	10533.03595
2539	10530.46167
2540	10529.57918
2541	10527.97896
2542	10523.77041
2543	10522.00435
2544	10521.67738
2545	10518.79849
2546	10517.56045
2547	10515.53613
2548	10513.59246
2549	10512.96785
2550	10512.75453
2551	10512.08969
2552	10509.16294
2553	10508.94766
2554	10506.83781
2555	10505.04741
2556	10501.03222
2557	10495.97045
2558	10494.98551
2559	10492.28189
2560	10489.7768
2561	10489.03489
2562	10487.04449
2563	10484.66952
2564	10478.81217
2565	10477.83944
2566	10477.20541
2567	10473.41765
2568	10473.07855
2569	10472.15762
2570	10471.4303
2571	10468.44283
2572	10468.12424
2573	10465.33421
2574	10464.24595
2575	10461.5483
2576	10459.25436
2577	10459.06944
2578	10455.16024
2579	10454.93634
2580	10454.82612
2581	10453.22635
2582	10452.92547
2583	10449.44094
2584	10449.21553
2585	10448.86616
2586	10448.01403
2587	10445.9819
2588	10444.4989
2589	10440.6104
2590	10437.30087
2591	10434.30087
2592	10433.3187
2593	10428.07419
2594	10424.35072
2595	10422.01194
2596	10416.32008
2597	10413.39952
2598	10412.28877
2599	10410.68166
2600	10410.20845
2601	10404.98506
2602	10404.78528
2603	10403.77676
2604	10402.88577
2605	10399.58638
2606	10399.4666
2607	10394.694
2608	10392.47555
2609	10391.96743
2610	10387.91206
2611	10386.64028
2612	10384.94331
2613	10383.00451
2614	10381.37781
2615	10378.58714
2616	10371.59239
2617	10371.31548
2618	10370.72208
2619	10369.17993
2620	10367.63081
2621	10363.8343
2622	10361.58147
2623	10358.63259
2624	10356.40463
2625	10356.03591
2626	10349.52546
2627	10349.47555
2628	10346.166
2629	10345.3523
2630	10341.06862
2631	10339.81431
2632	10333.03935
2633	10327.42619
2634	10325.95055
2635	10325.1976
2636	10323.29766
2637	10321.06301
2638	10317.11581
2639	10315.78556
2640	10311.21856
2641	10310.82703
2642	10307.2641
2643	10306.90709
2644	10305.50815
2645	10304.61193
2646	10302.47233
2647	10301.8016
2648	10301.1538
2649	10297.65586
2650	10296.30687
2651	10294.02926
2652	10293.54156
2653	10291.85693
2654	10291.43822
2655	10289.17883
2656	10285.33126
2657	10283.39759
2658	10282.99375
2659	10280.57043
2660	10277.84652
2661	10276.98839
2662	10274.54089
2663	10270.26091
2664	10267.6526
2665	10266.04155
2666	10265.93042
2667	10265.27608
2668	10264.41339
2669	10263.18011
2670	10259.60976
2671	10257.92474
2672	10254.63492
2673	10252.73305
2674	10248.8871
2675	10248.56679
2676	10246.11209
2677	10245.25989
2678	10244.21496
2679	10241.95143
2680	10241.60765
2681	10241.48015
2682	10238.8255
2683	10237.69822
2684	10233.72444
2685	10225.61219
2686	10225.49935
2687	10220.86122
2688	10219.84298
2689	10217.02863
2690	10214.71113
2691	10212.44333
2692	10207.45369
2693	10203.37739
2694	10200.15218
2695	10198.64351
2696	10198.35677
2697	10193.4155
2698	10191.71226
2699	10191.60145
2700	10191.34178
2701	10190.23467
2702	10189.22894
2703	10188.9836
2704	10188.23495
2705	10184.77738
2706	10182.53046
2707	10180.54269
2708	10180.25275
2709	10174.60897
2710	10169.9129
2711	10169.76258
2712	10165.73173
2713	10165.2192
2714	10163.87801
2715	10162.84691
2716	10160.96603
2717	10160.8852
2718	10159.1659
2719	10156.23662
2720	10151.91471
2721	10150.62188
2722	10149.93705
2723	10148.18398
2724	10144.30642
2725	10143.47809
2726	10139.08012
2727	10137.38139
2728	10136.84554
2729	10135.27898
2730	10134.04573
2731	10133.32494
2732	10128.33715
2733	10121.36704
2734	10119.12667
2735	10118.43692
2736	10115.82901
2737	10112.62817
2738	10110.34567
2739	10106.79251
2740	10104.20179
2741	10103.91813
2742	10102.94808
2743	10101.15116
2744	10100.2622
2745	10097.16547
2746	10094.12782
2747	10093.8935
2748	10093.28769
2749	10091.04011
2750	10090.71394
2751	10088.95668
2752	10085.22792
2753	10081.55841
2754	10081.07403
2755	10078.71674
2756	10076.60212
2757	10074.00224
2758	10071.46489
2759	10069.89826
2760	10066.25016
2761	10061.3819
2762	10061.05311
2763	10056.48239
2764	10053.43191
2765	10052.51739
2766	10052.32073
2767	10050.82948
2768	10047.53216
2769	10046.73169
2770	10045.33271
2771	10041.69886
2772	10038.73889
2773	10037.21889
2774	10032.52831
2775	10030.6759
2776	10029.2312
2777	10028.60332
2778	10026.27331
2779	10023.59922
2780	10022.15279
2781	10020.17925
2782	10017.24376
2783	10015.7572
2784	10011.08957
2785	10007.96283
2786	10007.23505
2787	10006.015
2788	10002.29631
2789	10001.7717
2790	9999.171325
2791	9994.805179
2792	9992.877307
2793	9990.222733
2794	9989.936923
2795	9988.47284
2796	9985.316915
2797	9981.909277
2798	9980.224453
2799	9977.089707
2800	9974.872123
2801	9972.576474
2802	9968.720985
2803	9967.428705
2804	9966.62659
2805	9966.27828
2806	9963.785138
2807	9959.008532
2808	9957.545942
2809	9956.025275
2810	9951.429589
2811	9950.170122
2812	9949.442503
2813	9947.583601
2814	9943.444985
2815	9943.167404
2816	9939.343441
2817	9938.203987
2818	9934.674123
2819	9931.442189
2820	9928.26661
2821	9927.29617
2822	9925.62417
2823	9925.055731
2824	9924.109661
2825	9919.83786
2826	9918.95765
2827	9915.319184
2828	9911.62445
2829	9911.009293
2830	9908.215437
2831	9903.036135
2832	9902.95755
2833	9898.663402
2834	9895.282114
2835	9894.960908
2836	9894.608725
2837	9894.574248
2838	9891.780725
2839	9889.618065
2840	9886.380719
2841	9885.130737
2842	9884.47032
2843	9883.796128
2844	9883.33782
2845	9880.026879
2846	9877.437058
2847	9872.736112
2848	9872.629322
2849	9869.838973
2850	9868.137269
2851	9866.519581
2852	9864.751582
2853	9864.672406
2854	9859.273776
2855	9857.218921
2856	9856.901198
2857	9851.49703
2858	9850.065831
2859	9847.56328
2860	9845.253421
2861	9840.231666
2862	9838.493443
2863	9837.692835
2864	9836.918307
2865	9835.918784
2866	9835.750304
2867	9833.368758
2868	9830.25166
2869	9827.274323
2870	9825.869022
2871	9822.28005
2872	9821.253758
2873	9818.999329
2874	9818.191444
2875	9814.438405
2876	9810.459157
2877	9806.819438
2878	9803.404882
2879	9801.014138
2880	9798.630431
2881	9798.284824
2882	9795.472288
2883	9793.014564
2884	9791.935587
2885	9788.640427
2886	9786.763866
2887	9786.659662
2888	9784.794451
2889	9784.11338
2890	9779.943705
2891	9778.562093
2892	9773.114743
2893	9770.817283
2894	9770.143135
2895	9764.456157
2896	9763.319034
2897	9761.812854
2898	9759.990631
2899	9759.297878
2900	9757.428347
2901	9754.946325
2902	9753.0469
2903	9751.424897
2904	9746.750883
2905	9743.003786
2906	9739.43663
2907	9736.994902
2908	9736.483638
2909	9736.193154
2910	9735.118572
2911	9734.867456
2912	9732.21937
2913	9730.015201
2914	9725.112504
2915	9720.71228
2916	9716.112647
2917	9715.099786
2918	9711.66683
2919	9709.419868
2920	9707.592245
2921	9705.574135
2922	9704.156818
2923	9703.430795
2924	9701.906754
2925	9699.754138
2926	9698.841126
2927	9697.788452
2928	9694.698079
2929	9692.367125
2930	9688.092475
2931	9685.768099
2932	9685.487687
2933	9684.92181
2934	9682.697485
2935	9679.948588
2936	9674.817124
2937	9671.563283
2938	9670.350479
2939	9667.747666
2940	9666.680904
2941	9665.63906
2942	9661.47534
2943	9657.567626
2944	9657.290756
2945	9654.829995
2946	9652.594818
2947	9648.051538
2948	9646.65012
2949	9645.330707
2950	9642.11401
2951	9638.447751
2952	9636.99873
2953	9635.656548
2954	9632.748932
2955	9629.262179
2956	9626.131193
2957	9623.872803
2958	9621.707396
2959	9620.684941
2960	9619.58252
2961	9619.123693
2962	9617.585371
2963	9616.085268
2964	9612.183722
2965	9610.272654
2966	9609.199139
2967	9607.549654
2968	9602.611678
2969	9602.477517
2970	9601.752326
2971	9598.416459
2972	9595.968511
2973	9595.820803
2974	9593.256153
2975	9592.496467
2976	9589.334422
2977	9588.665955
2978	9585.903471
2979	9582.356662
2980	9579.311182
2981	9578.435176
2982	9574.697465
2983	9573.148723
2984	9572.38667
2985	9569.251957
2986	9568.585082
2987	9567.828442
2988	9565.361358
2989	9564.646679
2990	9563.173654
2991	9562.010475
2992	9559.658334
2993	9557.747064
2994	9556.136527
2995	9553.295913
2996	9550.713141
2997	9549.795957
2998	9546.718648
2999	9546.20727
3000	9542.213033
3001	9541.908721
3002	9541.613864
3003	9540.891874
3004	9538.556592
3005	9535.968728
3006	9533.594837
3007	9531.709046
3008	9530.811818
3009	9529.554632
3010	9527.353236
3011	9523.740292
3012	9520.727383
3013	9517.953392
3014	9515.26521
3015	9515.130238
3016	9513.038332
3017	9512.711507
3018	9511.195027
3019	9508.845747
3020	9505.156739
3021	9500.929245
3022	9498.077696
3023	9497.6287
3024	9497.295655
3025	9494.649392
3026	9493.165985
3027	9491.782796
3028	9490.113866
3029	9489.742757
3030	9487.975865
3031	9485.598412
3032	9480.853857
3033	9479.715559
3034	9476.941585
3035	9473.173192
3036	9472.203974
3037	9471.953872
3038	9469.025795
3039	9467.711074
3040	9462.725746
3041	9460.322555
3042	9458.500371
3043	9455.081278
3044	9454.835422
3045	9453.348041
3046	9452.217412
3047	9450.746956
3048	9449.981483
3049	9446.624022
3050	9445.693121
3051	9445.187651
3052	9442.767321
3053	9442.330601
3054	9439.397561
3055	9435.329509
3056	9433.163326
3057	9431.259529
3058	9430.722406
3059	9430.025369
3060	9429.858303
3061	9429.733615
3062	9427.215431
3063	9425.129603
3064	9423.621001
3065	9423.546917
3066	9421.602862
3067	9420.861634
3068	9419.171526
3069	9417.596129
3070	9416.080764
3071	9412.208591
3072	9408.459654
3073	9406.78554
3074	9405.381438
3075	9401.555332
3076	9399.711493
3077	9399.457211
3078	9396.195142
3079	9393.60337
3080	9390.653271
3081	9387.849875
3082	9385.47229
3083	9383.045654
3084	9382.536947
3085	9381.790725
3086	9379.652775
3087	9378.148823
3088	9376.522562
3089	9374.634653
3090	9373.031371
3091	9371.638978
3092	9369.002975
3093	9367.548599
3094	9364.994682
3095	9364.752815
3096	9363.616411
3097	9361.002701
3098	9357.034211
3099	9356.805285
3100	9354.897781
3101	9353.614752
3102	9351.994746
3103	9349.782969
3104	9347.316799
3105	9342.516761
3106	9337.925256
3107	9335.901298
3108	9335.313956
3109	9334.113264
3110	9331.185916
3111	9329.999922
3112	9329.885361
3113	9327.803147
3114	9325.232342
3115	9321.293849
3116	9318.984619
3117	9317.608758
3118	9316.810051
3119	9314.585685
3120	9310.55603
3121	9309.486261
3122	9305.364128
3123	9303.689836
3124	9302.066636
3125	9299.877711
3126	9297.565914
3127	9294.563539
3128	9294.521109
3129	9294.218128
3130	9292.813355
3131	9292.520084
3132	9292.372547
3133	9289.486749
3134	9287.03126
3135	9284.503253
3136	9279.710666
3137	9279.617586
3138	9279.484195
3139	9277.822694
3140	9275.152239
3141	9274.917087
3142	9273.95939
3143	9271.40093
3144	9269.394138
3145	9269.325296
3146	9269.090132
3147	9266.360255
3148	9260.790872
3149	9259.547902
3150	9258.44107
3151	9257.240065
3152	9256.977228
3153	9254.738951
3154	9251.745775
3155	9249.398962
3156	9247.402459
3157	9247.303609
3158	9247.055275
3159	9246.382278
3160	9244.551866
3161	9244.404692
3162	9244.275049
3163	9244.073159
3164	9243.395534
3165	9239.74437
3166	9239.48269
3167	9237.686803
3168	9235.648196
3169	9233.681114
3170	9229.761472
3171	9227.700668
3172	9226.389817
3173	9222.397819
3174	9219.866751
3175	9216.980957
3176	9214.55762
3177	9211.585442
3178	9209.312716
3179	9207.580389
3180	9207.42411
3181	9207.103407
3182	9206.562334
3183	9203.016801
3184	9200.881629
3185	9200.146032
3186	9194.835804
3187	9192.9865
3188	9191.405822
3189	9190.199053
3190	9188.44682
3191	9185.479504
3192	9185.193733
3193	9183.956904
3194	9181.717707
3195	9179.839748
3196	9177.412396
3197	9175.400859
3198	9171.898009
3199	9169.542815
3200	9169.368382
3201	9168.101619
3202	9166.699816
3203	9165.80031
3204	9163.813469
3205	9162.876564
3206	9160.963885
3207	9160.767384
3208	9160.641026
3209	9160.528422
3210	9159.287839
3211	9158.623144
3212	9158.524377
3213	9156.319879
3214	9155.502708
3215	9153.959388
3216	9152.854879
3217	9149.763575
3218	9149.486089
3219	9149.174718
3220	9148.60019
3221	9146.368669
