iter	RMSE
323	25138.19676
324	25109.08615
325	25065.57211
326	25023.58218
327	24984.23286
328	24945.67661
329	24906.83827
330	24867.62362
331	24835.70253
332	24801.96282
333	24760.11818
334	24721.76197
335	24684.58317
336	24643.10104
337	24602.07731
338	24563.03937
339	24529.08849
340	24498.00484
341	24460.18766
342	24441.73225
343	24406.18692
344	24372.17268
345	24358.30337
346	24327.42055
347	24300.11149
348	24261.75903
349	24230.60071
350	24201.57527
351	24172.86758
352	24145.27875
353	24115.26259
354	24094.32097
355	24064.97258
356	24029.13363
357	23997.78825
358	23953.59712
359	23927.63979
360	23901.14852
361	23868.22444
362	23837.53612
363	23805.7533
364	23765.67313
365	23727.48568
366	23695.362
367	23668.46621
368	23633.64024
369	23603.64461
370	23578.58381
371	23544.32522
372	23537.30243
373	23506.11411
374	23480.28603
375	23448.84006
376	23417.30322
377	23393.58776
378	23371.23222
379	23352.61244
380	23320.64348
381	23293.08825
382	23270.16924
383	23235.96982
384	23205.14077
385	23182.51369
386	23152.43733
387	23125.41202
388	23096.4799
389	23066.1942
390	23041.17684
391	23017.32953
392	22984.5244
393	22954.53654
394	22930.53994
395	22906.1245
396	22888.05369
397	22857.5681
398	22835.25271
399	22794.96645
400	22774.6199
401	22757.8034
402	22736.41864
403	22722.83904
404	22705.1209
405	22685.10622
406	22664.16936
407	22629.62504
408	22600.43333
409	22563.49116
410	22535.49732
411	22513.09176
412	22492.88135
413	22465.49221
414	22440.35014
415	22420.54477
416	22405.61533
417	22381.25064
418	22360.75743
419	22338.99046
420	22313.40801
421	22299.4502
422	22276.18342
423	22258.37825
424	22227.79414
425	22197.43631
426	22170.29904
427	22152.26727
428	22127.13345
429	22107.43981
430	22085.81624
431	22056.12344
432	22023.78517
433	22003.64389
434	21973.96242
435	21943.30156
436	21920.47208
437	21905.43397
438	21887.91151
439	21866.4945
440	21842.15653
441	21814.16531
442	21790.91456
443	21770.79837
444	21749.46776
445	21723.01303
446	21698.64269
447	21676.74564
448	21658.29324
449	21641.07506
450	21618.50304
451	21599.56241
452	21576.62996
453	21550.05588
454	21529.86319
455	21515.2335
456	21495.30449
457	21479.74723
458	21461.78262
459	21441.90352
460	21415.41846
461	21390.96912
462	21372.5473
463	21350.74988
464	21332.94629
465	21308.53372
466	21289.45759
467	21275.9337
468	21249.24702
469	21229.33997
470	21209.16221
471	21183.76422
472	21168.59783
473	21153.2801
474	21131.09935
475	21112.0262
476	21093.87302
477	21071.52228
478	21056.09154
479	21037.64596
480	21031.23994
481	21014.2445
482	20992.13552
483	20984.46451
484	20964.5948
485	20947.46668
486	20931.59485
487	20914.38607
488	20899.90696
489	20888.0116
490	20867.13214
491	20844.47898
492	20821.66345
493	20807.94287
494	20785.0472
495	20770.27494
496	20757.01329
497	20735.25952
498	20724.91284
499	20703.47479
500	20686.48334
501	20672.3532
502	20647.70535
503	20624.83092
504	20611.06843
505	20594.80396
506	20569.9938
507	20562.78174
508	20550.02831
509	20536.85111
510	20515.09639
511	20503.88729
512	20484.72182
513	20461.42327
514	20440.70139
515	20420.43126
516	20403.28198
517	20384.62099
518	20375.0807
519	20353.19874
520	20335.27997
521	20323.22353
522	20304.48561
523	20285.91217
524	20262.4877
525	20247.50046
526	20232.84103
527	20217.57666
528	20209.00494
529	20189.60485
530	20171.14021
531	20158.1309
532	20137.90187
533	20121.30828
534	20115.25844
535	20109.60481
536	20087.65642
537	20068.3285
538	20055.04312
539	20040.53732
540	20031.53544
541	20018.86202
542	20006.02224
543	19986.12145
544	19972.678
545	19954.40439
546	19936.15675
547	19919.98794
548	19902.85778
549	19888.19759
550	19866.99193
551	19864.96105
552	19850.23702
553	19831.13372
554	19820.14379
555	19803.1147
556	19791.8661
557	19782.65277
558	19771.13649
559	19752.42586
560	19737.05292
561	19720.62239
562	19709.80526
563	19693.04819
564	19675.93753
565	19660.75496
566	19651.12342
567	19639.73943
568	19623.78999
569	19611.25299
570	19596.67371
571	19577.13443
572	19564.8263
573	19562.06509
574	19553.31161
575	19541.61698
576	19529.17082
577	19514.1225
578	19505.16273
579	19491.02107
580	19480.92036
581	19465.83667
582	19457.14384
583	19448.22683
584	19439.98982
585	19429.46004
586	19418.44978
587	19405.36268
588	19394.88011
589	19384.895
590	19370.84129
591	19355.61514
592	19344.26403
593	19332.37002
594	19324.033
595	19311.36208
596	19303.02037
597	19284.45268
598	19269.61087
599	19264.33711
600	19258.58028
601	19254.47559
602	19246.51009
603	19231.29816
604	19221.44127
605	19208.44769
606	19189.76094
607	19179.40735
608	19166.40085
609	19150.46011
610	19133.38322
611	19121.43625
612	19108.9305
613	19088.65254
614	19079.12894
615	19066.91502
616	19056.05188
617	19044.00195
618	19027.42881
619	19014.90395
620	19006.97474
621	18992.42619
622	18978.14214
623	18966.54731
624	18961.28601
625	18951.41721
626	18947.73569
627	18934.90067
628	18927.77258
629	18913.04572
630	18909.40667
631	18899.81365
632	18899.79827
633	18887.30233
634	18877.23076
635	18864.2804
636	18848.81024
637	18848.79496
638	18836.65573
639	18819.88366
640	18802.97563
641	18797.94141
642	18785.96088
643	18776.97719
644	18768.05472
645	18762.03577
646	18758.40162
647	18743.82449
648	18730.48824
649	18718.31973
650	18709.82526
651	18698.08491
652	18688.40663
653	18680.43231
654	18666.2264
655	18662.71418
656	18651.83101
657	18643.71701
658	18632.82007
659	18629.02333
660	18624.23382
661	18614.97384
662	18612.91789
663	18604.88152
664	18596.48332
665	18589.28726
666	18580.48756
667	18565.50143
668	18551.12318
669	18537.10787
670	18522.70101
671	18517.60791
672	18504.453
673	18492.70199
674	18485.64262
675	18475.06922
676	18460.28091
677	18445.51573
678	18437.52326
679	18432.45359
680	18422.26646
681	18406.28656
682	18398.78239
683	18385.92642
684	18371.74336
685	18367.03312
686	18356.52153
687	18339.86862
688	18329.96669
689	18317.74984
690	18310.75933
691	18295.67863
692	18284.34556
693	18270.62155
694	18252.3224
695	18244.1803
696	18239.56593
697	18224.93014
698	18221.17384
699	18208.13314
700	18197.92255
701	18190.25086
702	18183.17013
703	18175.59595
704	18159.09038
705	18146.84747
706	18142.27929
707	18134.3219
708	18124.54683
709	18111.71624
710	18096.20788
711	18086.12373
712	18077.67591
713	18063.55699
714	18045.6808
715	18034.02127
716	18023.58889
717	18015.14297
718	18008.60042
719	18000.3621
720	17990.78322
721	17987.30162
722	17984.66112
723	17972.01455
724	17960.13452
725	17949.94151
726	17942.75988
727	17929.8768
728	17924.64683
729	17912.55469
730	17903.34531
731	17889.50521
732	17877.23496
733	17864.28445
734	17855.9101
735	17852.25245
736	17840.73936
737	17831.47877
738	17823.4851
739	17816.03718
740	17805.88909
741	17796.53791
742	17794.98155
743	17782.07808
744	17777.15527
745	17761.97888
746	17757.53616
747	17748.32332
748	17745.86669
749	17737.78565
750	17726.11182
751	17721.73404
752	17716.23213
753	17705.94907
754	17694.06535
755	17686.10459
756	17673.83921
757	17661.0686
758	17657.32021
759	17649.21713
760	17636.70481
761	17626.10274
762	17616.50646
763	17610.08966
764	17608.1528
765	17595.66034
766	17588.03554
767	17583.79989
768	17582.28275
769	17576.41064
770	17572.70893
771	17571.67551
772	17561.48646
773	17554.68387
774	17549.36232
775	17541.51996
776	17533.33564
777	17527.33422
778	17523.04592
779	17520.67324
780	17516.60809
781	17509.84729
782	17497.99074
783	17485.1372
784	17479.13987
785	17476.92798
786	17472.70968
787	17468.70468
788	17456.28522
789	17453.91992
790	17450.26755
791	17447.93513
792	17440.85916
793	17437.15114
794	17429.21394
795	17424.10122
796	17420.0387
797	17415.17437
798	17405.66218
799	17402.56398
800	17397.51525
801	17393.93702
802	17383.82331
803	17371.39181
804	17369.16152
805	17359.11334
806	17355.66183
807	17352.91571
808	17342.1981
809	17329.62177
810	17325.47866
811	17322.97509
812	17316.00086
813	17312.60182
814	17301.2884
815	17298.01946
816	17280.91455
817	17278.02151
818	17274.0758
819	17268.05669
820	17262.48271
821	17258.78121
822	17256.17412
823	17252.60493
824	17247.04225
825	17244.6311
826	17238.64286
827	17234.71378
828	17222.12684
829	17218.87244
830	17211.5106
831	17210.14837
832	17204.12425
833	17197.9431
834	17194.97174
835	17186.16808
836	17181.08227
837	17169.74465
838	17166.85247
839	17163.22029
840	17150.86275
841	17147.59995
842	17145.44495
843	17141.70106
844	17138.66644
845	17129.18033
846	17126.05376
847	17112.10425
848	17108.15959
849	17100.66879
850	17097.57272
851	17084.42314
852	17075.75489
853	17066.79913
854	17063.37153
855	17060.21467
856	17056.49356
857	17054.14538
858	17051.27731
859	17048.37142
860	17045.44228
861	17042.60967
862	17037.54842
863	17027.77887
864	17017.76129
865	17005.84422
866	16997.84628
867	16988.20324
868	16985.25512
869	16980.87959
870	16970.2054
871	16962.44137
872	16955.89862
873	16945.7566
874	16940.22625
875	16937.46231
876	16933.29489
877	16926.29345
878	16917.59706
879	16910.17056
880	16900.82952
881	16897.30234
882	16887.38417
883	16877.80629
884	16875.31272
885	16873.01556
886	16864.91818
887	16853.98245
888	16850.6418
889	16840.56681
890	16837.98449
891	16832.79047
892	16829.44319
893	16818.76369
894	16810.6109
895	16799.90851
896	16787.66712
897	16780.21577
898	16771.98937
899	16770.19321
900	16765.6226
901	16758.98023
902	16745.83232
903	16744.94265
904	16733.79347
905	16726.19052
906	16723.56525
907	16711.24735
908	16705.70716
909	16696.91489
910	16694.02757
911	16688.84065
912	16687.39615
913	16683.28826
914	16675.95176
915	16665.74464
916	16659.30531
917	16648.41603
918	16646.01639
919	16643.23934
920	16636.25773
921	16634.41336
922	16626.73489
923	16624.5611
924	16614.29305
925	16610.55611
926	16606.3781
927	16603.85885
928	16593.94047
929	16589.96689
930	16587.79626
931	16579.82843
932	16572.07423
933	16563.15517
934	16559.68863
935	16557.12032
936	16551.01877
937	16544.32546
938	16542.21878
939	16534.30614
940	16528.31163
941	16525.18776
942	16519.12597
943	16508.61228
944	16504.27968
945	16502.5197
946	16495.4094
947	16492.69637
948	16483.68628
949	16481.96491
950	16475.42682
951	16463.6755
952	16460.64906
953	16452.25439
954	16450.12024
955	16442.34431
956	16440.70419
957	16438.64582
958	16434.40185
959	16431.62426
960	16428.0044
961	16420.05187
962	16413.1008
963	16407.62303
964	16396.90526
965	16389.93574
966	16381.06764
967	16375.85792
968	16363.0371
969	16357.33502
970	16352.22964
971	16346.53295
972	16339.89761
973	16330.85822
974	16328.56738
975	16326.55679
976	16324.17343
977	16317.08386
978	16314.0898
979	16309.64632
980	16296.59512
981	16289.82758
982	16288.67824
983	16286.96955
984	16284.7518
985	16281.6293
986	16275.80032
987	16273.99434
988	16264.1351
989	16259.04231
990	16253.75442
991	16243.60319
992	16238.53533
993	16229.07994
994	16227.17394
995	16224.23943
996	16222.00052
997	16212.49496
998	16208.17862
999	16193.64896
1000	16184.21405
1001	16176.64118
1002	16173.92235
1003	16171.95982
1004	16170.53837
1005	16160.74837
1006	16154.21884
1007	16149.10968
1008	16141.24157
1009	16134.62172
1010	16124.66546
1011	16112.11267
1012	16100.64229
1013	16095.43303
1014	16089.55699
1015	16087.04238
1016	16085.61799
1017	16080.9139
1018	16072.51001
1019	16065.05895
1020	16061.37719
1021	16053.16219
1022	16048.14474
1023	16041.61403
1024	16038.51837
1025	16032.2328
1026	16022.70316
1027	16010.52598
1028	16004.23739
1029	15993.98363
1030	15985.40224
1031	15973.93121
1032	15972.24863
1033	15959.91388
1034	15954.02898
1035	15949.87259
1036	15947.15313
1037	15941.24299
1038	15937.01348
1039	15929.22902
1040	15924.34104
1041	15917.86916
1042	15909.70824
1043	15904.93074
1044	15892.07013
1045	15886.83059
1046	15881.44927
1047	15879.58294
1048	15876.0129
1049	15874.72892
1050	15869.53479
1051	15860.71118
1052	15849.06488
1053	15847.29012
1054	15841.40871
1055	15828.73142
1056	15815.38239
1057	15807.95934
1058	15803.3726
1059	15802.08636
1060	15793.52066
1061	15786.34552
1062	15779.36456
1063	15773.07883
1064	15762.28507
1065	15756.01108
1066	15747.81053
1067	15743.83961
1068	15740.65535
1069	15735.71237
1070	15734.47649
1071	15726.48912
1072	15721.04974
1073	15710.47582
1074	15703.58024
1075	15698.32561
1076	15694.73262
1077	15693.42424
1078	15688.69767
1079	15684.50556
1080	15677.93723
1081	15673.71427
1082	15666.46021
1083	15659.72104
1084	15657.77583
1085	15652.1416
1086	15645.70153
1087	15637.22195
1088	15633.22815
1089	15625.13309
1090	15623.38545
1091	15618.02779
1092	15608.12503
1093	15600.91836
1094	15590.8781
1095	15589.15035
1096	15583.43562
1097	15579.09698
1098	15570.60305
1099	15560.37059
1100	15551.39937
1101	15545.27874
1102	15534.56013
1103	15530.61193
1104	15527.1225
1105	15521.36454
1106	15513.52004
1107	15505.06731
1108	15500.0049
1109	15492.79154
1110	15485.23735
1111	15482.9749
1112	15479.78337
1113	15474.33924
1114	15468.71184
1115	15467.22982
1116	15463.12878
1117	15453.83535
1118	15448.61566
1119	15440.6166
1120	15433.83092
1121	15431.82202
1122	15423.28617
1123	15416.77403
1124	15407.17543
1125	15401.31393
1126	15395.27091
1127	15383.05618
1128	15376.03112
1129	15373.2343
1130	15368.70124
1131	15360.65548
1132	15359.10361
1133	15349.20398
1134	15344.05467
1135	15339.32643
1136	15331.14189
1137	15325.54066
1138	15318.72738
1139	15311.29483
1140	15305.97112
1141	15298.9355
1142	15297.52433
1143	15294.18538
1144	15289.35569
1145	15280.11188
1146	15273.1901
1147	15266.55646
1148	15260.3138
1149	15253.78533
1150	15248.00685
1151	15238.98132
1152	15231.60523
1153	15230.25063
1154	15223.51244
1155	15222.51484
1156	15217.41309
1157	15213.93566
1158	15207.93159
1159	15207.02034
1160	15201.1004
1161	15195.44168
1162	15187.25669
1163	15181.3622
1164	15176.98681
1165	15166.10548
1166	15163.36638
1167	15154.94236
1168	15150.21061
1169	15142.70779
1170	15137.0237
1171	15130.81043
1172	15125.37887
1173	15120.84501
1174	15109.06115
1175	15103.52275
1176	15098.47224
1177	15089.09296
1178	15085.33651
1179	15079.64448
1180	15073.36097
1181	15070.19403
1182	15068.26642
1183	15065.00127
1184	15063.08361
1185	15056.30663
1186	15055.19121
1187	15048.49087
1188	15044.20745
1189	15042.44747
1190	15033.34354
1191	15025.54817
1192	15024.3465
1193	15019.8614
1194	15012.72736
1195	15003.54346
1196	14989.8262
1197	14988.92536
1198	14982.39423
1199	14974.55207
1200	14968.32704
1201	14963.22289
1202	14958.66108
1203	14955.71345
1204	14943.82828
1205	14941.98411
1206	14935.58494
1207	14930.00359
1208	14924.97128
1209	14919.48772
1210	14915.09488
1211	14910.73335
1212	14907.70413
1213	14901.99287
1214	14900.05082
1215	14896.67378
1216	14890.95595
1217	14885.17805
1218	14877.58856
1219	14866.60096
1220	14865.02383
1221	14863.05981
1222	14855.04937
1223	14849.12629
1224	14843.66784
1225	14837.08495
1226	14829.30678
1227	14826.20848
1228	14822.59039
1229	14811.29494
1230	14803.91104
1231	14794.37267
1232	14786.16993
1233	14775.81817
1234	14772.98932
1235	14768.27086
1236	14766.66731
1237	14765.34544
1238	14758.35251
1239	14754.63679
1240	14745.2786
1241	14738.98198
1242	14734.59371
1243	14730.60243
1244	14729.10801
1245	14727.36131
1246	14724.92632
1247	14720.67849
1248	14715.11023
1249	14713.88342
1250	14707.40965
1251	14699.07002
1252	14692.24387
1253	14686.42707
1254	14684.97136
1255	14679.44814
1256	14675.86723
1257	14674.50607
1258	14668.39299
1259	14662.78587
1260	14658.21659
1261	14653.95113
1262	14650.77774
1263	14643.82045
1264	14637.58163
1265	14635.43592
1266	14629.80343
1267	14627.15359
1268	14621.17812
1269	14616.17312
1270	14606.34088
1271	14601.04155
1272	14597.2127
1273	14586.58759
1274	14580.04152
1275	14574.44253
1276	14568.86843
1277	14564.06468
1278	14557.85602
1279	14554.84671
1280	14548.23867
1281	14542.79676
1282	14541.83996
1283	14537.01976
1284	14530.46758
1285	14520.1402
1286	14517.0948
1287	14514.10729
1288	14513.34807
1289	14512.24395
1290	14507.75683
1291	14502.09975
1292	14495.18267
1293	14489.68994
1294	14485.50408
1295	14481.59837
1296	14479.04117
1297	14472.92506
1298	14467.65619
1299	14460.49374
1300	14456.03224
1301	14453.62716
1302	14449.70879
1303	14447.07905
1304	14442.49811
1305	14436.23201
1306	14435.92064
1307	14435.05357
1308	14434.04315
1309	14428.68902
1310	14425.72708
1311	14420.73169
1312	14418.25798
1313	14409.51792
1314	14404.55571
1315	14397.24522
1316	14394.92977
1317	14391.33864
1318	14385.54932
1319	14380.6763
1320	14374.98888
1321	14371.2404
1322	14363.02369
1323	14357.21042
1324	14351.37302
1325	14345.15304
1326	14343.7186
1327	14333.36038
1328	14326.82707
1329	14325.64756
1330	14324.78633
1331	14320.69791
1332	14316.88069
1333	14310.96238
1334	14307.7107
1335	14305.70866
1336	14302.71022
1337	14300.67097
1338	14299.6134
1339	14297.36586
1340	14293.47265
1341	14290.14114
1342	14287.68809
1343	14281.7547
1344	14278.35414
1345	14275.50953
1346	14273.90799
1347	14269.54814
1348	14261.34196
1349	14259.53602
1350	14254.01137
1351	14250.4326
1352	14245.29594
1353	14234.9919
1354	14233.51295
1355	14224.64339
1356	14222.63112
1357	14221.7465
1358	14219.41275
1359	14211.05453
1360	14208.25729
1361	14206.69534
1362	14197.5835
1363	14192.3075
1364	14185.23481
1365	14175.88946
1366	14172.55654
1367	14168.5293
1368	14165.11684
1369	14158.69222
1370	14156.71828
1371	14151.24544
1372	14141.99667
1373	14138.61158
1374	14134.70738
1375	14128.36279
1376	14126.65845
1377	14123.16852
1378	14119.92102
1379	14116.94178
1380	14110.99854
1381	14108.31746
1382	14105.62217
1383	14101.77064
1384	14098.50698
1385	14093.45133
1386	14089.09823
1387	14088.69202
1388	14079.6288
1389	14074.45511
1390	14070.54978
1391	14059.67446
1392	14057.57528
1393	14054.40816
1394	14048.42692
1395	14043.8402
1396	14038.1935
1397	14030.42974
1398	14029.87006
1399	14026.71144
1400	14022.54226
1401	14016.54132
1402	14012.08858
1403	14008.26305
1404	14005.43418
1405	14001.20066
1406	13995.96334
1407	13995.27416
1408	13990.25513
1409	13985.92841
1410	13980.6399
1411	13979.16867
1412	13978.34327
1413	13973.66998
1414	13969.64454
1415	13962.30567
1416	13954.10258
1417	13944.94865
1418	13940.85695
1419	13935.86679
1420	13930.90845
1421	13927.96024
1422	13924.60725
1423	13917.04523
1424	13912.48389
1425	13910.41041
1426	13906.07859
1427	13899.94547
1428	13899.09147
1429	13897.65054
1430	13896.87834
1431	13891.57344
1432	13887.59194
1433	13886.17532
1434	13879.62784
1435	13870.68391
1436	13865.0154
1437	13860.77744
1438	13857.28976
1439	13853.76576
1440	13850.82277
1441	13848.5018
1442	13844.34206
1443	13835.89097
1444	13834.96786
1445	13823.56389
1446	13822.15622
1447	13818.56115
1448	13811.91138
1449	13808.21775
1450	13805.49241
1451	13804.72156
1452	13800.80119
1453	13797.6467
1454	13792.95416
1455	13791.8238
1456	13786.28597
1457	13782.22393
1458	13779.22225
1459	13771.61515
1460	13767.63586
1461	13763.8226
1462	13763.20636
1463	13760.01121
1464	13754.16754
1465	13752.6766
1466	13744.83898
1467	13743.8993
1468	13739.8171
1469	13734.33608
1470	13732.70144
1471	13728.43932
1472	13727.6097
1473	13717.76001
1474	13715.86664
1475	13713.79649
1476	13707.47569
1477	13702.95932
1478	13697.5974
1479	13692.98444
1480	13687.77021
1481	13683.1685
1482	13681.74256
1483	13680.72788
1484	13676.06961
1485	13671.52895
1486	13668.38823
1487	13664.61414
1488	13661.32848
1489	13656.16502
1490	13652.74441
1491	13650.96609
1492	13647.87438
1493	13646.55644
1494	13639.20524
1495	13636.89656
1496	13636.19905
1497	13628.63597
1498	13626.9231
1499	13622.5003
1500	13616.51345
1501	13615.48404
1502	13606.83572
1503	13603.75349
1504	13597.6513
1505	13596.54791
1506	13590.20527
1507	13585.06149
1508	13579.87624
1509	13576.2291
1510	13569.31184
1511	13568.58605
1512	13559.76658
1513	13559.33112
1514	13557.22641
1515	13550.66953
1516	13546.14332
1517	13541.24039
1518	13536.98472
1519	13535.80998
1520	13532.95391
1521	13528.53293
1522	13523.79688
1523	13515.61247
1524	13515.18688
1525	13514.00906
1526	13509.89849
1527	13505.65428
1528	13499.72837
1529	13499.13889
1530	13493.61677
1531	13490.5118
1532	13486.97911
1533	13480.91948
1534	13477.85324
1535	13470.68472
1536	13467.27082
1537	13464.81075
1538	13459.68318
1539	13456.76657
1540	13452.28483
1541	13451.32533
1542	13448.12462
1543	13443.21136
1544	13439.20296
1545	13437.57704
1546	13430.64368
1547	13424.76157
1548	13424.51901
1549	13421.25758
1550	13415.11406
1551	13413.4759
1552	13410.68629
1553	13407.46316
1554	13403.64612
1555	13401.5646
1556	13399.23017
1557	13394.29459
1558	13390.93201
1559	13388.09756
1560	13386.26901
1561	13380.24309
1562	13374.80078
1563	13369.87262
1564	13368.64205
1565	13363.20827
1566	13356.404
1567	13356.01003
1568	13352.50099
1569	13348.15069
1570	13344.48049
1571	13343.74143
1572	13339.91123
1573	13335.27022
1574	13331.64539
1575	13327.14874
1576	13325.28136
1577	13322.1091
1578	13314.19769
1579	13312.14614
1580	13302.97874
1581	13299.85073
1582	13298.5608
1583	13297.3172
1584	13295.84366
1585	13290.31516
1586	13284.23626
1587	13278.61677
1588	13273.5286
1589	13267.64981
1590	13267.28737
1591	13265.64003
1592	13261.21152
1593	13256.08509
1594	13248.53865
1595	13244.84483
1596	13242.44262
1597	13238.92715
1598	13235.84391
1599	13234.56081
1600	13231.9381
1601	13227.95267
1602	13225.05733
1603	13220.71272
1604	13216.66329
1605	13214.3913
1606	13209.2485
1607	13208.10241
1608	13205.60486
1609	13203.59891
1610	13198.40946
1611	13191.80884
1612	13187.60768
1613	13185.09395
1614	13178.19008
1615	13174.28926
1616	13168.9082
1617	13160.08118
1618	13155.53293
1619	13150.76383
1620	13142.33259
1621	13137.12664
1622	13134.71367
1623	13128.08822
1624	13124.98043
1625	13121.40958
1626	13117.96364
1627	13111.62759
1628	13106.68904
1629	13103.44419
1630	13102.30431
1631	13099.37522
1632	13097.54597
1633	13095.94408
1634	13093.6635
1635	13086.69486
1636	13082.30576
1637	13081.61076
1638	13081.24708
1639	13078.52676
1640	13076.07402
1641	13073.34077
1642	13071.32578
1643	13069.9541
1644	13064.14504
1645	13060.61745
1646	13060.05299
1647	13057.75854
1648	13055.41105
1649	13050.36169
1650	13050.10882
1651	13045.70633
1652	13041.90212
1653	13037.48628
1654	13036.96352
1655	13036.26864
1656	13033.67118
1657	13032.33908
1658	13028.62608
1659	13023.22529
1660	13021.02311
1661	13012.73999
1662	13009.74708
1663	13006.98288
1664	13003.97627
1665	12999.13308
